1194728105, 2, , <UNAVAIL>, NAVOS, , , , , , , HIGHLINE WEST SEATTLE MENTAL HEALTH, 4, , , , , , , , PO BOX 46420, , SEATTLE, WA, 981460420, US, 2069337214, 2069337005, 2600 SW HOLDEN ST, , SEATTLE, WA, 981263505, US, 2069337214, 2069337005, 05/23/2005, 09/12/2017, , , , , JOHNSON, DAVID, MARVIN, CEO, 2069337225, 101YM0800X, 048, WA, Y, 251B00000X, , WA, N, 261QR0405X, , WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ED.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1336133644, 2, , <UNAVAIL>, NUCLEAR MEDICINE SERVICES, , , , , , , , , , , , , , , , 1222 COUNTRY RIDGE DR, , RICHLAND, WA, 993527763, US, 5096270953, 5096270954, 520 N 4TH AVE, , PASCO, WA, 993015257, US, 5095462318, 5095462317, 09/01/2005, 06/16/2008, , , , , ICAYAN, ELENA, E, OWNER/PHYSICIAN, 5096270953, 207U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0025988, 01, , L & I, 7056005, 05, WA, , 1409408, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MD SC D, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1497749642, 2, , <UNAVAIL>, WESTERN WASHINGTON ONCOLOGY PS, , , , , , , , , , , , , , , , 4525 3RD AVE SE, SUITE 200, LACEY, WA, 985031010, US, 3607543934, , 4525 3RD AVE SE, SUITE 200, LACEY, WA, 985031010, US, 3607543934, , 09/02/2005, 07/09/2007, , , , , EDGINGTON, MELODY, , PRACTICE ADMINISTRATOR, 3607543934, 174400000X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7086648, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1740274695, 2, , <UNAVAIL>, HERITAGE GROVE, , , , , , , , , , , , , , , , 115 N 10TH ST, , YAKIMA, WA, 989012572, US, 5092484173, 5092496246, 115 N 10TH ST, , YAKIMA, WA, 989012572, US, 5092484173, 5092496246, 09/07/2005, 07/08/2007, , , , , FISH, KYLLE, , ADMINISTRATOR, 5092484173, 314000000X, NH1291, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4112918, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , M.A., , , , , , , , , , , , , , , , 
1689668451, 2, , <UNAVAIL>, LA CONNER DRUG STORE, , , , , , , , , , , , , , , , PO BOX 477, , LA CONNER, WA, 982570477, US, 3604663124, 3604664775, 708 E MORRIS ST, , LA CONNER, WA, 982570477, US, 3604663124, 3604664775, 09/07/2005, 07/08/2007, , , , , MARTIN, FREDERICK, SANDERS, PHARMACIST STORE OWNER, 3604663124, 333600000X, CF00000460, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6043301, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RPH, , , , , , , , , , , , , , , , 
1942294871, 2, , <UNAVAIL>, YAKIMA VALLEY CHIROPRACTIC CENTER PS, , , , , , , COLUMBIA VALLEY CHIROPRACTIC CENTER, 3, , , , , , , , PO BOX 54, , SUNNYSIDE, WA, 989440054, US, 5098372600, 5098372291, 1120 S 4TH ST, , SUNNYSIDE, WA, 989442185, US, 5098372600, 5098372291, 09/07/2005, 10/29/2008, , , , , HARRINGTON, WILLIAM, DUANE, DOCTOR, 5098372600, 111N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8921561, 01, WA, CRIME VICTOMS COMP PROGRA, 115116501, 01, , RAILROAD MEDICARE, 129386, 01, WA, DEPT OF LABOR & INDUSTR., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, YAKIMA VALLEY CHIROPRACTIC CENTER PS, <UNAVAIL>, DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1841284494, 2, , <UNAVAIL>, EVERGREEN NORTH CASCADES HEALTH & REHAB CTR., , , , , , , , , , , , , , , , 4680 CORDATA PKWY, , BELLINGHAM, WA, 982268038, US, 3603981966, 3603989346, 4680 CORDATA PKWY, , BELLINGHAM, WA, 982268038, US, 3603981966, 3603989346, 09/08/2005, 07/09/2007, , , , , ABUNDIS, KATHLEEN, , HEALTH INFORMATION DIRECTOR, 3603981966, 314000000X, NH 1348, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113023, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1962496448, 2, , <UNAVAIL>, PAUL J DOMITOR AND ASSOCIATES, , , , , , , , , , , , , , , , 105 W 8TH AVE, SUITE 332C, SPOKANE, WA, 992042302, US, 5098387400, 5098386827, 105 W 8TH AVE, SUITE 332C, SPOKANE, WA, 992042302, US, 5098387400, 5098386827, 09/09/2005, 07/08/2007, , , , , DOMITOR, PAUL, J, OWNER, 5098387400, 103T00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , PHD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1326032962, 2, , <UNAVAIL>, THE CAROLINE KLINE GALLAND HOME, , , , , , , KLINE GALLAND, 5, , , , , , , , 7500 SEWARD PARK AVE S, , SEATTLE, WA, 981184247, US, 2067258800, 2067225210, 7500 SEWARD PARK AVE S, , SEATTLE, WA, 981184247, US, 2067258800, 2067225210, 09/09/2005, 07/08/2007, , , , , GROVER, LINDA, CHRISTINE, ASSISTANT ADMINISTRATOR, 2067258800, 314000000X, 658, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4165809, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , MBA, CPA, , , , , , , , , , , , , , , , 
1851386270, 2, , <UNAVAIL>, SOUNDCARE INC, , , , , , , MESSENGER HOUSE CARE CENTER, 5, , , , , , , , 10861 MANITOU PARK BLVD NE, , BAINBRIDGE ISLAND, WA, 981101376, US, 2068422654, 2068558798, 10861 MANITOU PARK BLVD NE, , BAINBRIDGE ISLAND, WA, 981101376, US, 2068422654, 2068558798, 09/12/2005, 12/03/2009, , , , , RAMSDELL, RYAN, R, OPERATIONS MANAGER, 2533832324, 314000000X, NH 862, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4186201, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , NHA,  OPERATIONS, , , , , , , , , , , , , , , , 
1699760892, 2, , <UNAVAIL>, TRI-MED AMBULANCE LLC, , , , , , , TRIMED AMBULANCE, 3, , , , , , , , PO BOX 3733, , SEATTLE, WA, 981243733, US, 4256564255, 4256564003, 18821 E VALLEY HIGHWAY, , KENT, WA, 98032, US, 8884481232, 2062430756, 09/13/2005, 10/24/2012, , , , , DAVIDSON, JAY, , OWNER, 8884481232, 341600000X, 17X24, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9040338, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1063407393, 2, , <UNAVAIL>, JOSEPHINE CARING COMMUNITY, , , , , , , , , , , , , , , , 9901 272ND PL NW, , STANWOOD, WA, 982927449, US, 3606292126, 3606294543, 9901 272ND PL NW, , STANWOOD, WA, 982927449, US, 3606292126, 3606294543, 09/13/2005, 10/20/2017, , , , , LINDGREN, TERI, , EXECUTIVE DIRECTOR, 3606292129, 314000000X, NH143, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4114302, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , DO, , , , , , , , , , , , , , , , 
1891780151, 2, , <UNAVAIL>, JAY A SMITH, , , , , , , EVERGREEN PHYSICAL THERAPY, 3, , , , , , , , PO BOX 1789, , MOUNT VERNON, WA, 982731789, US, 3604286677, 3604287635, 300 E COLLEGE WAY, SUITE B, MOUNT VERNON, WA, 982735429, US, 3604286677, 3604287635, 09/13/2005, 02/05/2009, , , , , SMITH, JAY, ARTHUR, OWNER, 3604286677, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 703843, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PT,  DSC,  OCS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1538154885, 2, , <UNAVAIL>, EVERGREEN AMERICANA HEALTH AND REHABILITATION CENTER, , , , , , , , , , , , , , , , 917 7TH AVE, , LONGVIEW, WA, 986322601, US, 3604255910, 3606365935, 917 7TH AVE, , LONGVIEW, WA, 986322601, US, 3604255910, 3606365935, 09/13/2005, 07/08/2007, , , , , FOX, JODY, A., HEALTH INFORMATION MANAGER, 3604255910, 314000000X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4112231, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1851386122, 2, , <UNAVAIL>, EMERALD CARE, , , , , , , , , , , , , , , , 209 N AHTANUM AVE, , WAPATO, WA, 989511125, US, 5098773175, 5098776135, 209 N AHTANUM AVE, , WAPATO, WA, 989511125, US, 5098773175, 5098776135, 09/13/2005, 01/06/2012, , , , , HOON, MICHAEL, , ADMINISTRATOR, 5098773175, 314000000X, NH1366, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113668, 05, WA, , 0025300, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1326033622, 2, , <UNAVAIL>, PROVIDENCE HEALTH CARE, , , , , , , ST. JOSEPH CARE CENTER, 3, , , , , , , , 17 E 8TH AVE, , SPOKANE, WA, 99202, US, 5094745678, 5096241095, 17 E 8TH AVE, , SPOKANE, WA, 992021201, US, 5094745678, 5096241095, 09/13/2005, 04/20/2008, , , , , DENTON, SALLY, JEANNE, PRESIDENT-ADMINISTRATOR, 5094742161, 314000000X, NH1379, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113791, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , R.N., , , , , , , , , , , , , , , , 
1598750895, 2, , <UNAVAIL>, PROVIDENCE HEALTH & SERVICES - WASHINGTON, , , , , , , PROVIDENCE MARIANWOOD, 3, , , , , , , , 3725 PROVIDENCE POINT DR SE, , ISSAQUAH, WA, 980297219, US, 4253912800, 4253915440, 3725 PROVIDENCE POINT DR SE, , ISSAQUAH, WA, 980297219, US, 4253912800, 4253915440, 09/13/2005, 01/06/2011, , , , , HELLRIGEL, ROBERT, , CEO, 4252545432, 314000000X, 1177, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1177, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1891780953, 2, , <UNAVAIL>, HEARTHSTONE COTTAGES LLC, , , , , , , , , , , , , , , , 625 OKANOGAN AVE, , WENATCHEE, WA, 988016409, US, 5096621636, 5096628690, 589 HIGHLINE DR, , EAST WENATCHEE, WA, 988025495, US, 5096621636, 5096628690, 09/14/2005, 07/08/2007, , , , , WILEY, DIANA, V, CONTROLLER, 5096621636, 310400000X, BH 1431, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 597475, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1053306118, 2, , <UNAVAIL>, WEST VALLEY NURSING HOMES LIVING CARE CENTERS INC, , , , , , , SUMMITVIEW HEALTHCARE CENTER, 5, , , , , , , , 3801 SUMMITVIEW AVE, , YAKIMA, WA, 989022794, US, 5099666240, 5099655251, 3801 SUMMITVIEW AVE, , YAKIMA, WA, 989022794, US, 5099666240, 5099655251, 09/14/2005, 11/14/2011, , , , , MALGESINI, DENNIS, , ADMINISTRATOR, 5099655245, 314000000X, NH 359, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4135901, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1407841562, 2, , <UNAVAIL>, NORTHWEST UROLOGY CLINIC INC, , , , , , , , , , , , , , , , 1311 E DIVISION ST, , MOUNT VERNON, WA, 982744134, US, 3604247991, 3604245441, 1311 E DIVISION ST, , MOUNT VERNON, WA, 982744134, US, 3604247991, 3604245441, 09/14/2005, 09/06/2007, , , , , SAMTMANN, EVA, , ADMINISTRATOR, 3604247991, 208800000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457346512, 2, , <UNAVAIL>, PARKSIDE HEALTHCARE LLC, , , , , , , , , , , , , , , , 625 OKANOGAN AVE, , WENATCHEE, WA, 988016409, US, 5096621636, 5096628690, 1230 MONITOR ST, , WENATCHEE, WA, 988013534, US, 5096621636, 5096628690, 09/14/2005, 07/08/2007, , , , , WILEY, DIANA, V, CONTROLLER, 5096621636, 314000000X, NH 1307, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113072, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1538154695, 2, , <UNAVAIL>, HEALTHY OPTIONS LLC, , , , , , , , , , , , , , , , 625 OKANOGAN AVE, , WENATCHEE, WA, 988016409, US, 5096621636, 5096628690, 625 OKANOGAN AVE, , WENATCHEE, WA, 988016409, US, 5096621636, 5096628690, 09/14/2005, 07/08/2007, , , , , WILEY, DIANA, V, CONTROLLER, 5096621636, 251E00000X, HC-191, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9045436, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1134114283, 2, , <UNAVAIL>, SHERWOOD COMMUNITY SERVICES, , , , , , , , , , , , , , , , 402 91ST AVE NE, , EVERETT, WA, 982051530, US, 4253344071, 4253351894, 402 91ST AVE NE, , EVERETT, WA, 982051530, US, 4253344071, 4253351894, 09/14/2005, 07/09/2007, , , , , MARBLE, KELLILYN, , BILLING ADMINISTRATOR, 4253591819, 225100000X, , , X, 225XP0200X, , , X, 235Z00000X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8373276, 05, WA, , 8373243, 05, WA, , 8373284, 05, WA, , 8373268, 05, WA, , 8374621, 05, WA, , 8373318, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1164417226, 2, , <UNAVAIL>, HEARTSTONE COTTAGES LLC, , , , , , , , , , , , , , , , 625 OKANOGAN AVE, , WENATCHEE, WA, 988016409, US, 5096621636, 5096628690, 802 E MOUNTAIN VIEW AVE, , ELLENSBURG, WA, 989263874, US, 5096621636, 5096628690, 09/14/2005, 07/08/2007, , , , , WILEY, DIANA, V, CONTROLLER, 5096621636, 310400000X, BH 1429, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 555390, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1720073604, 2, , <UNAVAIL>, VIRGINIA MASON MEDICAL CENTER, , , , , , , BAILEY-BOUSHAY HOUSE, 3, , , , , , , , 2720 E MADISON ST, , SEATTLE, WA, 981124739, US, 2063225300, 2067202299, 2720 E MADISON ST, , SEATTLE, WA, 981124739, US, 2063225300, 2067202299, 09/15/2005, 07/09/2007, , , , , KNOWLES, BRIAN, , EXECUTIVE DIRECTOR, 2067202244, 314000000X, NH-1106, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4111068, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1366437329, 2, , <UNAVAIL>, MEDICAL RENTALS LLC, , , , , , , , , , , , , , , , 1215 S UNION AVE, , TACOMA, WA, 984051923, US, 2537523066, 2537599816, 1215 S UNION AVE, , TACOMA, WA, 984051923, US, 2537523066, 2537599816, 09/15/2005, 07/08/2007, , , , , LAVICK, JAMES, FREDKIN, OWNER, 2537523066, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 135454, 01, , L & I, ME0547, 01, , REGENCE, 9050469, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
