1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1205825999, 2, , <UNAVAIL>, PUTNAM CNTY COMMISS DEP, , , , , , , , , , , , , , , , PO BOX 808, , WINFIELD, WV, 25213, US, 3045860771, 3045860799, 3389 WINFIELD RD, , WINFIELD, WV, 25213, US, 3045860251, 3045860255, 10/17/2005, 02/28/2008, , , , , KIMBLE, CECIL, T, EMS DIRECTOR PUTNAM COUNTY EMS, 3045860251, 341600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014545200, 05, WV, , 000223070, 01, WV, BC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1124017637, 2, , <UNAVAIL>, BOONE COUNTY AMBULANCE AUTHORITY, , , , , , , , , , , , , , , , 836 4TH AVENUE, , HUNTINGTON, WV, 25701, US, 3045227533, 3045224222, 1 EMS CIRCLE, , RACINE, WV, 25165, US, 3048373911, 3048373913, 10/18/2005, 11/09/2010, , , , , WHEELER, MIKE, , PROVIDER RELATIONS SPECIALIST, 3045227533, 341600000X, , WV, N, 341600000X, WVEMS, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705393, 01, WV, BC, 590011860, 01, WV, RAILROAD MEDICARE, 0145756000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1760471171, 2, , <UNAVAIL>, CROSS LANES INTERNAL MEDICINE GROUP INC, , , , , , , , , , , , , , , , 117 GOFF MOUNTAIN RD, CROSS LANES INTERNAL MEDICINE GROUP INC, CROSS LANES, WV, 253131434, US, 3047762072, 3047767678, 117 GOFF MOUNTAIN RD, CROSS LANES INTERNAL MEDICINE GROUP INC, CROSS LANES, WV, 253131434, US, 3047762072, 3047767678, 10/18/2005, 07/10/2015, , , , , VIRADIA, ARVIND, Z, PRESIDENT, 3047762072, 207R00000X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1230008000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952390239, 2, , <UNAVAIL>, CHARLESTON AREA MEDICAL CENTER INC, , , , , , , , , , , , , , , , 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 10/19/2005, 03/28/2016, , , , , BELL, STEPHEN, Z, VP OF FINANCE, 3043886251, 282N00000X, 20, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 404375307, 01, MI, MICHIGAN MEDICAID, 13118, 01, WV, CARELINK MEDICAID, N045, 01, WV, THE HEALTH PLAN, 000324349, 01, WV, BLUE CROSS ACUTE, 0001342000, 01, WV, UNICARE, 0268688, 01, OH, OHIO MEDICAID, 14130, 01, WV, CARELINK PEIA SVI, 211066, 01, WV, CARELINK PEIA SURG, 241779, 01, WV, MAMSI, 030293300, 01, WV, BLACK LUNG, 304675290, 01, MI, MICHIGAN MEDICAID, 241779, 01, WV, ALLIANCE PPO, 0001342000, 05, WV, , 224707800, 01, WV, FEDERAL WC, 510022, 01, WV, CARELINK ACUTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1649269770, 2, , <UNAVAIL>, COLUMBIA-ST JOSEPHS HEALTHCARE SYSTEM LIMITED PARTNERSHIP, , , , , , , PARKERSBURG CARDIOVASCULAR AND THORACIC SURGEONS, 3, , , , , , , , 1824 MURDOCH AVE, SUITE 214, PARKERSBURG, WV, 261013230, US, 3044244760, 3044244761, 1824 MURDOCH AVE, SUITE 214, PARKERSBURG, WV, 261013230, US, 3044244760, 3044244761, 10/20/2005, 06/02/2008, , , , , KING, ALAN, , CEO, 3044244057, 208G00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2497669, 05, OH, , 3810000284, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COLUMBIA-ST JOSEPHS HEALTHCARE SYSTEM LIMITED PARTNERSHIP, <UNAVAIL>, MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1265421226, 2, , <UNAVAIL>, CHARLESTON AREA MEDICAL CENTER INC, , , , , , , , , , , , , , , , 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 10/20/2005, 07/08/2007, , , , , BELL, STEPHEN, Z, VP OF FINANCE, 3043886251, 273R00000X, 20, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3810001759, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1639168693, 2, , <UNAVAIL>, CHARLESTON AREA MEDICAL CENTER INC, , , , , , , , , , , , , , , , 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 501 MORRIS ST, , CHARLESTON, WV, 253011326, US, 3043883322, 3043883978, 10/20/2005, 07/08/2007, , , , , BELL, STEPHEN, Z, VP OF FINANCE, 3043886251, 273Y00000X, 20, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001342001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1538158639, 2, , <UNAVAIL>, WETZEL-TYLER HOME HEALTH AGENCY, , , , , , , , , , , , , , , , 425 S 4TH AVE, , PADEN CITY, WV, 261591200, US, 3043372001, 3043372004, 425 S 4TH AVE, , PADEN CITY, WV, 261591200, US, 3043372001, 3043372004, 10/20/2005, 01/23/2008, , , , , GILLIGAN, THOMAS, L, HEALTH OFFICER, 3043372001, 251E00000X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0021186003, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DO, , , , , , , , , , , , , , , , 
1417946427, 2, , <UNAVAIL>, JR LAMBERT ENTERPRISES INC, , , , , , , LAMBERT'S AMBULANCE SERVCIE, 3, , , , , , , , PO BOX 2360, , BUCKHANNON, WV, 262017360, US, 3044738988, 3044729849, 60 E GRAVEL LN, , ROMNEY, WV, 267571807, US, 3048227124, 3048228260, 10/21/2005, 07/08/2007, , , , , LAMBERT, MICHELLE, J, PRESIDENT / OWNER, 3048227124, 3416L0300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145041000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1508856469, 2, , <UNAVAIL>, COLUMBIA-ST. JOSEPHS HEALTHCARE SYSTEM LIMITED PARTNERSHIP, , , , , , , INPATIENT SPECIALISTS OF ST JOSEPH'S, 3, , , , , , , , 1824 MURDOCH AVE, , PARKERSBURG, WV, 261013230, US, 3044244062, 3044244061, 1824 MURDOCH AVE, , PARKERSBURG, WV, 261013230, US, 3044244062, 3044244061, 10/24/2005, 02/24/2008, , , , , KING, ALAN, N, CEO, 3044244506, 207R00000X, , , Y, 208000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001078005, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COLUMBIA-ST JOSEPHS HEALTHCARE SYSTEM LIMITED PARTNERSHIP, <UNAVAIL>, MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1073503637, 2, , <UNAVAIL>, PRIME HEALTH ASSOCIATES, , , , , , , BEAVER FAMILY CLINIC, 3, , , , , , , , PO BOX 550, , BEAVER, WV, 258130550, US, 3042551300, 3042555391, 703 RITTER DRIVE, , BEAVER, WV, 25813, US, 3042551300, 3042555391, 10/25/2005, 01/25/2008, , , , , ZINZUWADIA, BELLA, N, PRESIDENT, 3042551300, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA4369, 01, WV, RR MEDICARE GROUP NUMBER, 0207791000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1174513808, 2, , <UNAVAIL>, SUMMERSVILLE REGIONAL MEDICAL CENTER, , , , , , , SUMMERSVILLE MEMORIAL HOSPITAL, 4, , , , , , , , 400 FAIRVIEW HEIGHTS RD, , SUMMERSVILLE, WV, 266519308, US, 3048722891, 3048726854, 400 FAIRVIEW HEIGHTS RD, , SUMMERSVILLE, WV, 266519308, US, 3048722891, 3048726854, 10/25/2005, 12/21/2016, , , , , KINCELL, DEBORAH, ALICE, REVENUE CYCLE DIRECTOR, 3048830252, 313M00000X, 61, WV, Y, 314000000X, 61, WV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001243001, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1699765388, 2, , <UNAVAIL>, WEIRTON GERIATRIC CENTER INC, , , , , , , , , , , , , , , , 2525 PENNSYLVANIA AVE, , WEIRTON, WV, 260623634, US, 3047234300, 3047231532, 2525 PENNSYLVANIA AVE, , WEIRTON, WV, 260623634, US, 3047234300, 3047231532, 10/25/2005, 09/22/2014, , , , , QUATTROCHI, RHONDA, , ADMINISTRATOR, 3047234300, 314000000X, 49, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WV, EIN, 0003965000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1811987266, 2, , <UNAVAIL>, ATLAS CHIROPRACTIC PLLC, , , , , , , , , , , , , , , , 1137 VAN VOORHIS RD, STE 3, MORGANTOWN, WV, 26501, US, 3045983000, 3045983025, 1137 VAN VOORHIS RD, STE 3, MORGANTOWN, WV, 26505, US, 3045983000, 3045983025, 10/26/2005, 07/08/2007, , , , , MCDANIEL, CLARE, M, OWNER, 3045983000, 111N00000X, 535, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1134119555, 2, , <UNAVAIL>, WORTHINGTON NURSING & REHABILITATION CENTER LLC, , , , , , , , , , , , , , , , 2675 36TH ST, , PARKERSBURG, WV, 261048024, US, 3044485744, 3044859344, 2675 36TH ST, , PARKERSBURG, WV, 261048024, US, 3044857447, 3044859344, 10/26/2005, 12/13/2012, , , , , ORLINSKY, MOSHE, , MANAGING MEMBER, 3145887518, 314000000X, 56, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003905000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1346230877, 2, , <UNAVAIL>, APPALACHIAN ANESTHESIA ASSOCIATES INC., , , , , , , , , , , , , , , , PO BOX 787, , CRAB ORCHARD, WV, 258270787, US, 3042535793, 3042530166, 306 STANAFORD RD, , BECKLEY, WV, 258013142, US, 3042553000, , 10/26/2005, 07/09/2007, , , , , PARMAR, VINOD, B, PRESIDENT, 3042535793, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4000249000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1740270982, 2, , <UNAVAIL>, GRANT REHABILITATION AND CARE CENTER, , , , , , , GRANT COUNTY NURSING HOME, 4, , , , , , , , 127 EARLY AVENUE, , PETERSBURG, WV, 268479403, US, 3042574233, 3042574610, 127 EARLY AVENUE, , PETERSBURG, WV, 268479403, US, 3042574233, 3042574610, 10/27/2005, 11/17/2017, , , , , EVANS, KARI, , NURSING HOME ADMINISTRATOR, 3042574233, 314000000X, 102, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1065000, 01, WV, WORKER'S COMPENSATION, 0004108000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1932199007, 2, , <UNAVAIL>, SUNBRIDGE CARE ENTERPRISES LLC, , , , , , , PARKERSBURG CENTER, 3, , , , , , , , 101 SUN AVE NE, COMPLIANCE DEPARTMENT, ALBUQUERQUE, NM, 871094373, US, 5054685604, 5054684681, 1716 GIHON RD, , PARKERSBURG, WV, 26101, US, 3044855511, 3044853511, 10/28/2005, 07/13/2015, , , , , BERG, MICHAEL, , ASSISTANT SECRETARY, 5054684742, 313M00000X, 71, WV, N, 314000000X, 71, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, IL, BANKERS LIFE AND CASUALTY, =========, 01, KY, AETNA, =========, 01, TX, AETNA, =========, 01, TX, UNITED HEALTHCARE, =========, 01, PA, AETNA, =========, 01, TX, UNITED AMERICAN INSURANCE, =========, 01, VA, STATE FARM, =========, 01, TN, CIGNA, =========, 01, GA, UNITED HEALTHCARE, 0004257000, 05, WV, , =========, 01, NC, AETNA US HEALTHCARE, =========, 01, GA, AMERICAN FAMILY LIFE EQUA, =========, 01, OH, AETNA, =========, 01, SC, KANAWHA INSURANCE CO, =========, 01, GA, AARP UNITED HEALTHCARE, =========, 01, WV, ACORDIA NATIONAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SUNBRIDGE HEALTHCARE LLC, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1487645388, 2, , <UNAVAIL>, TIMOTHY A BROWN MD PC, , , , , , , , , , , , , , , , 651 COLLIERS WAY, SUITE 505, WEIRTON, WV, 260625054, US, 3047233090, 3047232576, 651 COLLIERS WAY, SUITE 505, WEIRTON, WV, 260625054, US, 3047233090, 3047232576, 10/31/2005, 04/13/2008, , , , , BROWN, TIMOTHY, ALDEN, PRESIDENT, 3047233090, 207N00000X, 10935, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DG2133, 01, WV, RAILROAD MEDICARE, TI9369721, 01, WV, MEDICARE PTAN, 3810009580, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1578554432, 2, , <UNAVAIL>, BECKLEY GASTROENTEROLOGY, , , , , , , , , , , , , , , , PO BOX 787, , CRAB ORCHARD, WV, 258270787, US, 3042535793, 3042530166, 207 SUNSET DR, , BECKLEY, WV, 258012825, US, 3042555723, 3049293953, 10/31/2005, 01/29/2008, , , , , PATEL, NAINESH, M, PRESIDENT, 3042555723, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DB1458, 01, WV, RR MCARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1972594844, 2, , <UNAVAIL>, KAREN HULTMAN INC, , , , , , , FAMILY MEDICAL KARE, 3, , , , , , , , 439 ELIZABETH HWY, , FAYETTEVILLE, WV, 258406865, US, 3045742600, 3045742951, 439 ELIZABETH HWY, , FAYETTEVILLE, WV, 258406865, US, 3045742600, 3045742951, 10/31/2005, 08/26/2014, , , , , HULTMAN, KAREN, , PRESIDENT, 3045742600, 207Q00000X, 986, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA4369, 01, WV, RR MCARE, 001705906, 01, WV, BC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DO, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1386635258, 2, , <UNAVAIL>, OAK HILL PEDIATRICS, , , , , , , , , , , , , , , , PO BOX 787, , CRAB ORCHARD, WV, 258270787, US, 3042535793, 3042530166, 435 MAIN ST W, , OAK HILL, WV, 259013413, US, 3044698884, 3044698884, 10/31/2005, 07/08/2007, , , , , ASHIR, MAHAMMAD, A, PRESIDENT, 3044698884, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1902897663, 2, , <UNAVAIL>, PRIME HEALTH ASSOCIATES, , , , , , , CRAB ORCHARD FAMILY HEALTH CARE, 3, , , , , , , , PO BOX 550, , BEAVER, WV, 258130550, US, 3042551300, 3042555391, 1315 ROBERT C BYRD DR, , CRAB ORCHARD, WV, 258274000, US, 3042520966, 3042524615, 11/02/2005, 12/18/2007, , , , , ZINZUWADIA, BELLA, , OWNER, 3042551300, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
