1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1790736429, 2, , <UNAVAIL>, HEMATOLOGY ONCOLOGY CENTERS OF THE NORTHERN ROCKIES PC, , , , , , , FRONTIER CANCER CENTER AND BLOOD INSTITUTE, 3, , , , , , , , PO BOX 30976, , BILLINGS, MT, 591070976, US, 4062386290, 4062386961, 1315 GOLDEN VALLEY CIR, , BILLINGS, MT, 591026746, US, 4062386290, 4062386961, 05/15/2006, 09/08/2010, , , , , BEALER, CATHY, , CEO, 4062386285, 207RH0003X, , , Y, 2085R0001X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1720039464, 2, , <UNAVAIL>, MONTANA VAMC, , , , , , , BOZEMAN VA CLINIC, 5, , , , , , , , PO BOX 94451, , CLEVELAND, OH, 441014451, US, 9135784409, , 300 N WILLSON AVE STE 703G, , BOZEMAN, MT, 597153551, US, 9135784409, , 05/15/2006, 11/30/2017, , , , , POTTER, ERIN, , NPI TEAM MEMBER, 2023822579, 261QV0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1497706055, 2, , <UNAVAIL>, DILLON MEDICAL SUPPLY INC, , , , , , , CLAYTON R EDWARDS, 4, , , , , , , , 19 E SEBREE ST, , DILLON, MT, 597252551, US, 4066836848, 4066830069, 19 E SEBREE ST, , DILLON, MT, 597252551, US, 4066836848, 4066830069, 05/16/2006, 04/06/2015, , , , , EDWARDS, HELEN, , ACCOUNTANT, 4066836848, 332B00000X, NO NUMBER, MT, N, 332BX2000X, NO NUMBER, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0563082, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1659323780, 2, , <UNAVAIL>, INTERNAL MEDICINE ASSOCIATES, , , , , , , , , , , , , , , , 2900 12TH AVE N, SUITE 310, BILLINGS, MT, 591017506, US, 4062386900, , 2900 12TH AVE N, SUITE 310, BILLINGS, MT, 591017506, US, 4062386900, , 05/17/2006, 07/08/2007, , , , , QUALLS, MICHELLE, , PRACTICE MANAGER, 4062386903, 261QP2300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9987007, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1629020722, 2, , <UNAVAIL>, MONTANA EYECARE LLP, , , , , , , , , , , , , , , , 550 N MONTANA AVE, , HELENA, MT, 596013815, US, 4064432121, 4064434163, 550 N MONTANA AVE, , HELENA, MT, 596013815, US, 4064432121, 4064434163, 05/17/2006, 01/24/2011, , , , , SIMONS, WILLIAM, H, OPTOMETRIST, 4064432121, 152W00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1307180001, 01, MT, DMERC, CG4707, 01, MT, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , O.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1801848809, 2, , <UNAVAIL>, COMMUNITY HOSPITAL OF ANACONDA, , , , , , , , , , , , , , , , 401 W PENNSYLVANIA ST, , ANACONDA, MT, 597111931, US, 4065638414, , 615 MAIN ST, , ANACONDA, MT, 597112936, US, 4065638414, , 05/17/2006, 12/09/2014, , , , , CORTRIGHT, ALICE, R, DEPT DIR, 4065638528, 314000000X, 10328, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1801848809, 01, MT, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COMMUNITY HOSPITAL OF ANACONDA, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1063464063, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO. LLC, , , , , , , SHOPKO OPTICAL 106, 3, , , , , , , , 905 S 24TH ST W, , BILLINGS, MT, 591027408, US, 4066527297, , 905 S 24TH ST W, , BILLINGS, MT, 591027408, US, 4066527297, , 05/17/2006, 04/24/2008, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 152W00000X, , , N, 156FX1800X, , , N, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014106, 01, , VIP, CP2230-23, 01, , EYEMED, 35490, 01, , AVESIS, 000084251, 01, , MEDICARE, 17879, 01, , MEDICARE, 0551044, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1528010550, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO. LLC, , , , , , , SHOPKO OPTICAL 128, 3, , , , , , , , 1370 US HIGHWAY 2 E, , KALISPELL, MT, 599013221, US, 4062571278, , 1370 US HIGHWAY 2 E, , KALISPELL, MT, 599013221, US, 4062571278, , 05/17/2006, 04/24/2008, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 152W00000X, , , N, 156FX1800X, , , N, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014128, 01, , VIP, 17881, 01, , MEDICARE, 35493, 01, , AVESIS, CP2230-25, 01, , EYEMED, 0551174, 05, MT, , 000083891, 01, , MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1710939442, 2, , <UNAVAIL>, SHERIDAN MEMORIAL HOSPITAL ASSOCIATION, , , , , , , , , , , , , , , , 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 05/17/2006, 07/09/2007, , , , , NELSON, WAYNE, , CEO, 4067653700, 314000000X, 10702, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0533783, 05, MT, , 40792, 01, MT, BC BS NURSING HOME, 01946, 05, ND, , 0349282, 05, MT, , 0317434, 05, MT, , 0356720, 05, MT, , 0349265, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1629020359, 2, , <UNAVAIL>, SHERIDAN MEMORIAL HOSPITAL ASSOCIATION, , , , , , , , , , , , , , , , 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 05/17/2006, 02/26/2010, , , , , CHRISTENSEN, SANDRA, , CEO, 4067653700, 251E00000X, 10588, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0740246, 05, MT, , 030351, 01, MT, BC HOME HEALTH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1538111265, 2, , <UNAVAIL>, SHERIDAN MEMORIAL HOSPITAL ASSOCIATION, , , , , , , , , , , , , , , , 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 440 W LAUREL AVE, , PLENTYWOOD, MT, 592541526, US, 4067653700, 4067653800, 05/17/2006, 06/28/2013, , , , , CHRISTENSEN, SANDRA, , CEO, 4067653700, 251G00000X, 10333, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 350230, 01, MT, BC HOSPICE, 0077039, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1245283936, 2, , <UNAVAIL>, KALISPELL REGIONAL MEDICAL CENTER INC, , , , , , , BIG SKY FAMILY MEDICINE, 3, , , , , , , , 160 HERITAGE WAY, SUITE 202, KALISPELL, MT, 599013161, US, 4067528433, 4067566768, 160 HERITAGE WAY, SUITE 202, KALISPELL, MT, 599013161, US, 4067528433, 4067566768, 05/17/2006, 10/04/2017, , , , , ROBERTSON, PAMELA, S, PRESIDENT/CHIEF EXECUTIVE OFFICER, 4067521724, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1720031412, 2, , <UNAVAIL>, KALISPELL REGIONAL MEDICAL CENTER INC, , , , , , , EUREKA HEALTH PROMPT CARE, 3, , , , , , , , PO BOX 2069, , EUREKA, MT, 599172069, US, 4062973145, 4062977023, 304 OSLOSKI RD, , EUREKA, MT, 599179217, US, 4062973145, 4062973364, 05/17/2006, 04/05/2012, , , , , STEVENS, VELINDA, J, CEO/PRESIDENT, 4067521724, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1902859614, 2, , <UNAVAIL>, APPLIED HEALTH SERVICES INC, , , , , , , NORTHERN ROCKIES NEUROSURGICAL ASSOCIATES, 3, , , , , , , , 350 HERITAGE WAY, SUITE 1300, KALISPELL, MT, 599013158, US, 4067525170, 4067525210, 350 HERITAGE WAY, SUITE 1300, KALISPELL, MT, 599013158, US, 4067525170, 4067525210, 05/17/2006, 04/15/2010, , , , , STEVENS, VELINDA, J, CEO/PRESIDENT, 4067528433, 261Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1750334348, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO. LLC, , , , , , , SHOPKO OPTICAL 112, 3, , , , , , , , 3101 N MONTANA AVE, , HELENA, MT, 596027813, US, 4064438860, , 3101 N MONTANA AVE, , HELENA, MT, 596027813, US, 4064438860, , 05/18/2006, 04/24/2008, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 152W00000X, , , N, 156FX1800X, , , N, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014112, 01, , VIP, 000084250, 01, , MEDICARE, 0551096, 05, MT, , 17880, 01, , MEDICARE, CP2230-24, 01, , EYEMED, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1982657466, 2, , <UNAVAIL>, HEALTHCENTER NORTHWEST LLC, , , , , , , THE MONTANA CENTER FOR WELLNESS AND PAIN MANAGEMENT, 3, , , , , , , , 245 WINDWARD WAY, SUITE 101, KALISPELL, MT, 599013133, US, 4067568488, 4062571443, 245 WINDWARD WAY, SUITE 101, KALISPELL, MT, 599013133, US, 4067568488, 4062571443, 05/18/2006, 02/13/2015, , , , , STEVENS, VELINDA, J, CEO PRESIDENT, 4067521724, 261QM1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1790738284, 2, , <UNAVAIL>, KALISPELL REGIONAL MEDICAL CENTER INC, , , , , , , KALISPELL REGIONAL BEHAVIORAL HEALTH, 3, , , , , , , , 200 HERITAGE WAY, , KALISPELL, MT, 599013146, US, 4067525111, , 200 HERITAGE WAY, , KALISPELL, MT, 599013146, US, 4067525111, , 05/18/2006, 01/28/2016, , , , , STEVENS, VELINDA, J, PRESIDENT, 4067521724, 101YP2500X, , , Y, 103T00000X, , , N, 104100000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1639122823, 2, , <UNAVAIL>, MONTANA VAMC, , , , , , , BILLINGS VA CBOC, 5, , , , , , , , PO BOX 94451, , CLEVELAND, OH, 441014451, US, 9135784409, , 1766 MAJESTIC LN, , BILLINGS, MT, 591026759, US, 9135784409, , 05/18/2006, 11/30/2017, , , , , POTTER, ERIN, , NPI TEAM MEMBER, 2023822579, 261QV0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1942253182, 2, , <UNAVAIL>, WESTERN MONTANA CLINIC PC, , , , , , , , , , , , , , , , PO BOX 7609, , MISSOULA, MT, 598077609, US, 4067215600, 4067213907, 500 WEST BROADWAY, , MISSOULA, MT, 598024008, US, 4067215600, 4067213907, 05/18/2006, 01/13/2016, , , , , STEVENS, JOYCE, , DIRECTOR OF OPERATIONS, 4067215600, 261QM1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1174576748, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO. LLC, , , , , , , SHOPKO OPTICAL 075, 3, , , , , , , , 2510 S RESERVE ST, , MISSOULA, MT, 598017546, US, 4067214646, , 2510 S RESERVE ST, , MISSOULA, MT, 598017546, US, 4067214646, , 05/18/2006, 04/24/2008, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 152W00000X, , , N, 156FX1800X, , , N, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 014075, 01, , VIP, 213121-21, 01, , EYEMED, 35494, 01, , AVESIS, 17878, 01, , MEDICARE, 0550862, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1356394944, 2, , <UNAVAIL>, KALISPELL REGIONAL MEDICAL CENTER INC, , , , , , , OUTREACH SERVICES, 3, , , , , , , , 202 CONWAY DRIVE, SUITE 100, KALISPELL, MT, 599013153, US, 4067515666, 4067550971, 202 CONWAY DRIVE, SUITE 100, KALISPELL, MT, 599013153, US, 4067515666, 4067550971, 05/18/2006, 10/04/2017, , , , , ROBERTSON, PAMELA, S, PRESIDENT/CHIEF EXECUTIVE OFFICER, 4067521724, 207Q00000X, 6357, MT, Y, 261Q00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1902859515, 2, , <UNAVAIL>, SHOPKO STORES OPERATING CO. LLC, , , , , , , SHOPKO OPTICAL 062, 3, , , , , , , , 301 NORTHWEST BYP, , GREAT FALLS, MT, 594044125, US, 4067279724, , 301 NORTHWEST BYP, , GREAT FALLS, MT, 594044125, US, 4067279724, , 05/18/2006, 04/24/2008, , , , , BETTIGA, MICHAEL, J, SR. VICE PRESIDENT HEALTH SERVICES, 9204294297, 152W00000X, , , N, 156FX1800X, , , N, 332H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 35491, 01, , AVESIS, 17877, 01, , MEDICARE, 213121-20, 01, , EYEMED, 0550576, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1013961671, 2, , <UNAVAIL>, MONTANA NEUROBEHAVIORAL SPECIALISTS, , , , , , , , , , , , , , , , 900 N ORANGE ST, THIRD FLOOR, MISSOULA, MT, 598022998, US, 4063273370, 4063273390, 900 N ORANGE ST, THIRD FLOOR, MISSOULA, MT, 598022998, US, 4063273350, 4063273390, 05/19/2006, 02/15/2008, , , , , LUNDIN, LAURA, K, CHIEF FINANCIAL OFFICER, 4063273371, 103G00000X, , , N, 103TC0700X, , , N, 2084N0400X, , , Y, 2084P0800X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , BSA, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , 
1083668651, 2, , <UNAVAIL>, LEWIS AND CLARK EMERGENCY PHYSICIANS PC, , , , , , , , , , , , , , , , PO BOX 864951, , ORLANDO, FL, 328864951, US, 8662276164, , 2475 E BROADWAY ST, EMERGENCY DEPARTMENT, HELENA, MT, 596014928, US, 4064422480, , 05/19/2006, 06/13/2013, , , , , RABOLD, MARK, , PRESIDENT, 4064422480, 207PE0004X, , MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CE8304, 01, MT, RRMCR, 1083668651, 05, MT, , 187223500, 01, MT, US DEPT OF LABOR, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
