1134122021, 2, , <UNAVAIL>, NEVADA CARDIOLOGY PROFESSIONAL ASSN, , , , , , , NEVADA CARDIOLOGY ASSOCIATES, 3, , , , , , , , 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 3121 S MARYLAND PKWY, STE 512, LAS VEGAS, NV, 891092310, US, 7027967150, 7027969071, 05/24/2005, 08/27/2014, , , , , SALYER, PETRA, , PRACTICE MANAGER, 7022331000, 207RC0000X, 175317600, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1063473460, 2, , <UNAVAIL>, EDUCARE COMMUNITY LIVING CORP, , , , , , , , , , , , , , , , 3811 W CHARLESTON BLVD, 210, LAS VEGAS, NV, 891021846, US, 7028800961, 7028800965, 3811 W CHARLESTON BLVD, 210, LAS VEGAS, NV, 891021846, US, 7028800961, 7028800965, 03/28/2006, 07/08/2007, , , , , RHODES, DAVE, , REGIONAL V.P., 3037020056, 310500000X, , NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1083675169, 2, , <UNAVAIL>, LABORATORY MEDICINE CONSULTANTS LTD, , , , , , , , , , , , , , , , 11025 RCA CENTER DR, SUITE 300, PALM BEACH GARDENS, FL, 334104269, US, 5616265512, 5616264530, 7455 W WASHINGTON AVE, SUITE 301, LAS VEGAS, NV, 891284337, US, 7027323441, 7027322310, 03/29/2006, 03/23/2016, , , , , GRATTENDICK, MICHAEL, C., VICE PRESIDENT, 5616265512, 207ZC0500X, , , N, 207ZD0900X, , , N, 207ZH0000X, , , N, 207ZP0102X, , , Y, 207ZP0213X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 200225000, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1932160959, 2, , <UNAVAIL>, REX GARN MABEY JR M.D. CHARTERED, , , , , , , , , , , , , , , , 2881 N TENAYA WAY, , LAS VEGAS, NV, 891280452, US, 7022428800, 7022428949, 2881 N TENAYA WAY, , LAS VEGAS, NV, 891280452, US, 7022428800, 7022428949, 03/29/2006, 04/11/2011, , 08/05/2008, 04/11/2011, , MABEY, REX, GARN, OWNER/PRESIDENT, 7022428800, 207VG0400X, 5758, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1720048549, 01, NV, INDIVIDUAL NPI, 2002342, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., JR., M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1891756920, 2, , <UNAVAIL>, STATE OF NEVADA, , , , , , , SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES, 5, , , , , , , , 4150 TECHNOLOGY WAY, , CARSON CITY, NV, 897062026, US, 7024866000, 7024868077, 6161 W CHARLESTON BLVD, , LAS VEGAS, NV, 891461126, US, 7024866000, 7024868077, 03/29/2006, 01/13/2017, , , , , ALLERDYCE, MICHAEL, , RATES AND COST CONTAINMENT MANAGER, 7756845952, 261QM0850X, , , Y, 283Q00000X, , , N, 3336C0002X, PH02110, NV, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2052189, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1174584858, 2, , <UNAVAIL>, SELECT PHYSICAL THERAPY HOLDINGS INC, , , , , , , , , , , , , , , , 5380 S RAINBOW BLVD, STE 100, LAS VEGAS, NV, 891181877, US, 7028041085, , 5380 S RAINBOW BLVD, STE 100, LAS VEGAS, NV, 891181877, US, 7028041085, , 03/31/2006, 09/01/2010, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721000, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1790746477, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , , , , , , , , , , 2650 N TENAYA WAY, , LAS VEGAS, NV, 891281102, US, 7029523653, , 2650 N TENAYA WAY, , LAS VEGAS, NV, 891281102, US, 7029523653, , 03/31/2006, 09/01/2010, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1992766687, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, , 4080 MARTIN LUTHER KING BLVD, SUITE 101A, NORTH LAS VEGAS, NV, 890320248, US, 7023609142, 7023609147, 03/31/2006, 09/01/2010, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346201035, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , , , , , , , , , , 821 N NELLIS BLVD, STE 130, LAS VEGAS, NV, 891105339, US, 7024524563, , 821 N NELLIS BLVD, STE 130, LAS VEGAS, NV, 891105339, US, 7024524563, , 03/31/2006, 09/01/2010, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1932160777, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, , 2904 W HORIZON RIDGE PKWY STE 121, , HENDERSON, NV, 890525016, US, 7028977331, , 03/31/2006, 02/16/2018, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1104887942, 2, , <UNAVAIL>, SELECT PHYSICAL THERAPY OF LAS VEGAS LIMITED PARTNERSHIP, , , , , , , , , , , , , , , , 630 S RANCHO DR, STE D, LAS VEGAS, NV, 891064873, US, 7028782244, , 630 S RANCHO DR, STE D, LAS VEGAS, NV, 891064873, US, 7028782244, , 03/31/2006, 02/28/2008, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179754503, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1518928365, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , SELECT PHYSICAL THERAPY, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL, MECHANICSBURG, PA, 170554325, US, 7179721100, , 400 N STEPHANIE ST, , HENDERSON, NV, 890146676, US, 7024541162, , 03/31/2006, 01/23/2013, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QP2000X, , , Y, 261QR0400X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1952362709, 2, , <UNAVAIL>, PR ACQUISITION CORPORATION, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPT, MECHANICSBURG, PA, 170554325, US, 7179721100, , 6048 S DURANGO DR, STE 100, LAS VEGAS, NV, 891131781, US, 7022606238, , 03/31/2006, 03/24/2015, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QP2000X, , , N, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1962463786, 2, , <UNAVAIL>, LABORATORY MEDICINE CONSULTANTS LTD, , , , , , , , , , , , , , , , 11025 RCA CENTER DRIVE, SUITE 300, PALM BEACH GARDENS, FL, 334104269, US, 5616265512, 5616264530, 7455 W WASHINGTON AVE, SUITE 301, LAS VEGAS, NV, 891284337, US, 7027322310, 7027322310, 03/31/2006, 03/23/2016, , , , , GRATTENDICK, MICHAEL, C., VICE PRESIDENT, 5616265512, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100513165, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1356303713, 2, , <UNAVAIL>, CREEKSIDE HOME HEALTH CARE, , , , , , , , , , , , , , , , 3675 PECOS MCLEOD, SUITE #500, LAS VEGAS, NV, 891213815, US, 7026969229, 7026961003, 3675 PECOS MCLEOD, SUITE #500, LAS VEGAS, NV, 891213815, US, 7026969229, 7026961003, 04/03/2006, 04/04/2008, , , , , MONKS, JONATHAN, R, ADMINISTRATOR, 7026969229, 251E00000X, 297070, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1124080411, 2, , <UNAVAIL>, PCAS OF NEVADA INC, , , , , , , , , , , , , , , , 1515 E TROPICANA AVE, SUITE 690, LAS VEGAS, NV, 891196517, US, 7026971200, 7026971300, 1515 E TROPICANA AVE, SUITE 690, LAS VEGAS, NV, 891196517, US, 7026971200, 7026971300, 04/04/2006, 07/09/2007, , , , , CHESNUT, MADYLEN, CAROL, OWNER, 7026971200, 251E00000X, 1000020-319, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1558323709, 2, , <UNAVAIL>, DVA RENAL HEALTHCARE INC, , , , , , , ANTHEM VILLAGE DIALYSIS, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153416398, 8665864152, 2530 ANTHEM VILLAGE DR, , HENDERSON, NV, 890525548, US, 7026140590, 7026147419, 04/04/2006, 04/23/2015, , , , , HILGER, JAMES, K, GROUP VICE PRESIDENT, 2537334500, 261QE0700X, 3902ESR2, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100504175, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1538121793, 2, , <UNAVAIL>, GREATER LAS VEGAS DIALYSIS LLC, , , , , , , LAS VEGAS DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153415895, 8668905560, 150 S VALLEY VIEW BLVD, , LAS VEGAS, NV, 891073110, US, 7028780908, 7028788292, 04/04/2006, 02/20/2014, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 6209ESR, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 004502874, 05, NV, , 1538121793, 05, CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1508828765, 2, , <UNAVAIL>, DVA RENAL HEALTHCARE INC, , , , , , , MOUNTAIN VIEW DIALYSIS, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 2881 BUSINESS PARK CT, STE 130, LAS VEGAS, NV, 891289019, US, 7023419551, 7023419379, 04/04/2006, 02/28/2014, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 2201ESR12, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 552449, 05, AZ, , 82537800, 05, WI, , 004502010, 05, NV, , XCDC00691, 05, CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1841252012, 2, , <UNAVAIL>, SIERRA ROSE DIALYSIS CENTER LLC, , , , , , , SIERRA ROSE DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 685 SIERRA ROSE DR, , RENO, NV, 895112060, US, 7758296580, 7758296581, 04/04/2006, 07/11/2007, , , , , USILTON, THOMAS, O, GROUP VICE PRESIDENT, 7705417922, 261QE0700X, 3732ESR2, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1902868169, 2, , <UNAVAIL>, GREATER LAS VEGAS DIALYSIS LLC, , , , , , , NORTH LAS VEGAS DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153415895, 8668905560, 2065 N LAS VEGAS BLVD, , NORTH LAS VEGAS, NV, 890305801, US, 7026390469, 7026390221, 04/04/2006, 02/21/2014, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 492ESR, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1902868169, 05, CA, , 004502000, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1053373225, 2, , <UNAVAIL>, TOTAL RENAL CARE INC, , , , , , , PAHRUMP DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 330 S LOLA LN, , PAHRUMP, NV, 890480884, US, 7757512390, 7757513708, 04/04/2006, 02/18/2010, , , , , USILTON, THOMAS, O, GROUP VICE PRESIDENT, 7705417922, 261QE0700X, 2785ESR8, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 004512000, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1467414565, 2, , <UNAVAIL>, SOUTHERN HILLS DIALYSIS CENTER LLC, , , , , , , SOUTHERN HILLS DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400, BRENTWOOD, TN, 370277569, US, 6153415893, 8778507073, 9280 W SUNSET RD, STE 110, LAS VEGAS, NV, 891484860, US, 7023183167, 7023183196, 04/04/2006, 05/15/2013, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 3999ESR1, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100504696, 05, NV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1861454969, 2, , <UNAVAIL>, RENAL TREATMENT CENTERS WEST INC, , , , , , , SPARKS DIALYSIS CENTER, 3, , , , , , , , 5200 VIRGINIA WAY, STE 400, BRENTWOOD, TN, 370277569, US, 6153204435, 3032097821, 4860 VISTA BLVD, STE 100, SPARKS, NV, 894361868, US, 7753595432, 7753592885, 04/04/2006, 07/11/2007, , , , , USILTON, THOMAS, O, GROUP VICE PRESIDENT, 7705417922, 261QE0700X, 489ESR11, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , XCDC00670, 05, CA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1982666947, 2, , <UNAVAIL>, DIABETES HEALTH CENTERS INC, , , , , , , , , , , , , , , , 2550 S RAINBOW BLVD, STE. E19, LAS VEGAS, NV, 891465175, US, 7022579713, 7029689988, 2550 S RAINBOW BLVD, STE E19, LAS VEGAS, NV, 891465175, US, 7022579713, 7029689988, 04/05/2006, 08/15/2007, , , , , SHAFFER, THOMAS, W, PRESIDENT/CEO, 7022579713, 332B00000X, MP00373, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1124081757, 2, , <UNAVAIL>, GRGICH PC, , , , , , , ADVANCED INSIGHT BEHAVIORAL HEALTH, 3, , , , , , , , PO BOX 939, , PAHRUMP, NV, 890410939, US, 7757511349, 7757275551, 1601 E BASIN, SUITE 302, PAHRUMP, NV, 890604612, US, 7757511349, 7757275551, 04/06/2006, 10/12/2007, , , , , GRGICH, BECKIE, M, PRESIDENT, 7757511349, 103T00000X, PY0413, NV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , PSYD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
