1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1568438349, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , GREATER AMHERST IMAGING, 3, , , , , , , , MEETING PLACE PLAZA 199 - ROUTE 101, GREATER AMHERST IMAGING, AMHERST, NH, 03031, US, 6032493000, 6032493021, MEETING PLACE PLAZA 199 - ROUTE 101, GREATER AMHERST IMAGING, AMHERST, NH, 03031, US, 6032493000, 6032493021, 02/23/2006, 07/08/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATION & FINANCE, 6036634904, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30812256, 05, NH, , 15Y002259NH02, 01, NH, ANTHEM GRP, 3206971, 01, NH, AETNA GRP, 60146303, 01, NH, W/C DOL GRP, 626438, 01, NH, HPHC GRP, 667222, 01, NH, CIGNA GRP, P00009327, 01, NH, RR MEDICARE GRP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL S ERVICES, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1154397610, 2, , <UNAVAIL>, WARREN WENTWORTH AMBULANCE SERVICE, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 446 ROUTE 25, , WARREN, NH, 03279, US, 6037649316, , 02/24/2006, 12/10/2013, , , , , CLARK, BRIAN, , ADMINISTRATION, 6037649316, 341600000X, 0114, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 703372, 01, , HARVARD PILGRIM, 590009517, 01, , RR MEDICARE, 7103290Y0NH01, 01, , ANTHEM BCBS, 30006485, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1780650994, 2, , <UNAVAIL>, SEACOAST HOSPICE, , , , , , , , , , , , , , , , 10 HAMPTON RD, , EXETER, NH, 038334806, US, 6037787393, 6037787893, 10 HAMPTON RD, , EXETER, NH, 038334806, US, 6037787393, 6037787893, 02/27/2006, 07/08/2007, , , , , COLE, SUSAN, E., EXECUTIVE DIRECTOR, 6037787391, 251G00000X, 01903, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1689641268, 2, , <UNAVAIL>, TOWN OF WEARE SELECTMEN, , , , , , , , , , , , , , , , 144 N STARK HWY, , WEARE, NH, 032814631, US, 6035292352, 6035292379, 15 FLANDERS MEMORIAL RD, , WEARE, NH, 032814905, US, 6035297526, , 03/02/2006, 02/20/2013, , , , , VEZINA, ROBERT, A, FIRE CHIEF, 6035292352, 341600000X, 0116, NH, N, 341600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590013117, 01, , RR MEDICARE, 1720031, 05, MA, , 30011192, 05, NH, , 7103297Y0NH01, 01, , ANTHEM BLUE CROSS, 704034, 01, , HARVARD PILGRIM HEALTH, 091059, 01, MA, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1568439800, 2, , <UNAVAIL>, TOWN OF WATERVILLE VALLEY, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 2 TRIPOLI RD, , WATERVILLE VALLEY, NH, 03215, US, 6032368809, , 03/07/2006, 12/10/2013, , , , , DROPKIN, JEFFREY, , EMS COORDINATOR, 6032368809, 341600000X, 0115, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30006120, 05, NH, , 7106322Y0NH01, 01, , ANTHEM BCBS, 609014500, 01, , DEPARTMENT OF LABOR, 1433033XX, 01, , PREFERRED CARE, 590004820, 01, , RR MEDICARE, 801078, 01, , TUFTS HEALTH PLAN, 0026128, 01, , NEIGHBORHOOD HEALTH, 700491, 01, , HARVARD PILGRIM HEALTH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1558338749, 2, , <UNAVAIL>, NORTHWEST CORNEAL CONSULTANTS PA, , , , , , , , , , , , , , , , 1500A LAFAYETTE RD, #290, PORTSMOUTH, NH, 038018607, US, 6034305225, 6034301230, 155 GRIFFIN RD, , PORTSMOUTH, NH, 038014125, US, 6034305225, 6034301230, 03/07/2006, 07/08/2007, , , , , LASONDE, RICHARD, J, OWNER, 6034305225, 152W00000X, , , X, 207W00000X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1285603118, 2, , <UNAVAIL>, TOWN OF EXETER ACCOUNTING OFFICE, , , , , , , , , , , , , , , , 10 FRONT ST, , EXETER, NH, 038332754, US, 6037736131, 6037736128, 20 COURT ST, EXETER FIRE DEPT AMUBLANCE SERVICE, EXETER, NH, 03833, US, 6037736131, 6037736128, 03/14/2006, 02/23/2015, , , , , BAILLARGEON, SUSAN, A, AUTHORIZED OFFICIAL, 6037736131, 341600000X, 0035, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80596203, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1194794818, 2, , <UNAVAIL>, HAMPSHIRE HILLS CLINIC FOR PHYSICAL THERAPY & SPORTS MEDICINE, , , , , , , , , , , , , , , , P. O. BOX 136, 50 EMERSON ROAD, MILFORD, NH, 03055, US, 6036724478, 6036722436, 50 EMERSON ROAD, , MILFORD, NH, 03055, US, 6036724478, 6036722436, 03/15/2006, 07/08/2007, , , , , ASSAD, JOHN, , CLINICAL DIRECTOR, 6036724478, 225100000X, , , X, 2251G0304X, , , X, 2251P0200X, , , X, 2251S0007X, , , X, 2251X0800X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 653731, 01, NH, HPHC GRP #, 2758986001, 01, NH, CIGNA GRP #, 727209, 01, NH, TUFTS GRP #, 424787, 01, NH, PHCS GRP #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PT, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1891754974, 2, , <UNAVAIL>, EVERGREEN WOMENS HEALTH CARE PLLC, , , , , , , , , , , , , , , , 280 MAIN ST, SUITE 131, NASHUA, NH, 030602919, US, 6038820555, 6038820360, 280 MAIN ST, SUITE 131, NASHUA, NH, 030602919, US, 6038820555, 6038820360, 03/19/2006, 09/28/2009, , , , , GREEN, ALAN, J, OWNER, 6038820555, 207V00000X, , , Y, 207VE0102X, , , N, 363LP0808X, , , N, 363LW0102X, , , N, 363LX0001X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3407428, 01, NH, AETNA HEALTHCARE, 701468000, 01, NH, MAGELLAN BEHAVIORAL, M18351, 01, MA, BCBSMA, 696747, 01, MA, TUFTS HEALTH PLAN, 30D1022401, 01, NH, CLIA, =========, 01, NH, TRICARE, 80031, 01, NH, HEALTHSOURCE, =========, 01, NH, HCVM / FIRST HEALTH, =========, 01, NH, CIGNA HEALTHCARE, 30212533, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , 
1669431466, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , ELLIOT BEHAVIORAL HEALTH SERVICES, 5, , , , , , , , 445 CYPRESS ST STE 8, ELLIOT BEHAVIORAL HEALTH SERVICES, MANCHESTER, NH, 031033600, US, 6036684079, 6036638605, 445 CYPRESS ST STE 8, ELLIOT BEHAVIORAL HEALTH SERVICES, MANCHESTER, NH, 031033600, US, 6036684079, 6036638605, 03/21/2006, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 2084P0800X, , , Y, 2084P0804X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CK3360, 01, NH, RR MEDICARE GRP PIN, 30212259, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL SERVICES, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1013976810, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , NEONATOLOGY SERVICES, 3, , , , , , , , 1 ELLIOT WAY, NEONATOLOGY SERVICES, MANCHESTER, NH, 031033502, US, 6036632692, 6036633982, 1 ELLIOT WAY, NEONATOLOGY SERVICES, MANCHESTER, NH, 031033502, US, 6036632692, 6036633982, 03/21/2006, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 2080N0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30212431, 05, NH, , CK3360, 01, NH, RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL SERVICES, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1497714059, 2, , <UNAVAIL>, SALMON FALLS BEHAVIORAL HEALTH PC, , , , , , , , , , , , , , , , 1 OLD DOVER RD, SUITE ONE, ROCHESTER, NH, 038673460, US, 6033352444, 6033352226, 1 OLD DOVER RD, SUITE ONE, ROCHESTER, NH, 038673460, US, 6033352444, 6033352226, 03/22/2006, 07/08/2007, , , , , NILER, ERIC, , PRESIDENT, 6037432223, 103T00000X, , , X, 1041C0700X, , , X, 363LP0808X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PHD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , 
1548229917, 2, , <UNAVAIL>, UROLOGICAL SURGERY P.A., , , , , , , , , , , , , , , , PO BOX 2200, , AMHERST, NH, 030314200, US, 6036739411, 6036739899, 44 BIRCH ST, SUITE 303, DERRY, NH, 030382752, US, 6034346380, 6034343626, 03/22/2006, 04/20/2008, , , , , CHIBARO, EDWARD, A, OWNER, 6034346380, 208800000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , NH9371, 01, MA, BLUE CROSS BLUE SHIELD, 30003201, 05, NH, , 515, 01, NH, HEALTHSOURCE, 708360, 01, NH, TUFTS HEALTH PLAN, =========, 01, NH, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1790745008, 2, , <UNAVAIL>, TOWN OF WHITEFIELD, , , , , , , , , , , , , , , , PO BOX 290184, , WETHERSFIELD, CT, 061290184, US, 8602577080, 8605633403, 48 LITTLETON RD, , WHITEFIELD, NH, 035983315, US, 6038372655, , 03/23/2006, 07/16/2009, , , , , GENTILE, MARY, T, AUTHORIZED AGENT, 8602577080, 341600000X, 0120, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590001707, 01, NH, RAILROAD MEDICARE, 80596230, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1568421840, 2, , <UNAVAIL>, CAPITAL ORTHOPEDIC SURGERY CENTER, , , , , , , , , , , , , , , , PO BOX 10179, , CONCORD, NH, 033010179, US, 6037242444, 6037242581, 264 PLEASANT ST, , CONCORD, NH, 033012551, US, 6032287211, 6032287192, 03/23/2006, 08/12/2010, , , , , QUINN, DONNA, , DIRECTOR, 6032287211, 261QA1903X, 02816, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 699403, 01, NH, TUFTS, 490005259, 01, NH, RAILROAD MEDICARE, 18Y002249NH01, 01, NH, ANTHEM BLUE CROSS, 610747700, 01, NH, US DEPT OF LABOR, 30621577, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1801856612, 2, , <UNAVAIL>, WILTON LYNDEBOROUGH VOLUNTEER AMBULANCE, , , , , , , , , , , , , , , , 8 TURCOTTE MEMORIAL DR, , ROWLEY, MA, 019691706, US, 8004884351, , 404 FOREST RD, , WILTON, NH, 030865129, US, 6036542222, , 03/24/2006, 11/17/2009, , , , , MCENTEE, CAROL, , ADMINISTRATION, 6036542222, 341600000X, 0121, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7106327Y0NH01, 01, NH, ANTHEM BLUE CROSS, 590013265, 01, , RR MEDICARE, ZD7797, 01, MA, BLUE CROSS BLUE SHIELD, 701752, 01, , HARVARD PILGRIM, 30009515, 05, NH, , 803914, 01, , TUFTS HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1023078540, 2, , <UNAVAIL>, SELECT PHYSICAL THERAPY HOLDINGS INC, , , , , , , , , , , , , , , , 301 RIVERWAY PL, , BEDFORD, NH, 031106764, US, 6036448649, , 301 RIVERWAY PL, , BEDFORD, NH, 031106764, US, 6036448649, , 03/27/2006, 03/21/2008, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179754503, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1417917949, 2, , <UNAVAIL>, SELECT PHYSICAL THERAPY HOLDINGS INC, , , , , , , , , , , , , , , , 7 STILES RD, SUITE 104, SALEM, NH, 030794881, US, 6038989880, , 7 STILES RD, SUITE 104, SALEM, NH, 030794881, US, 6038989880, , 03/27/2006, 06/05/2012, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179721100, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1245291350, 2, , <UNAVAIL>, ELLIOT 1 DAY SURGERY CENTER, , , , , , , , , , , , , , , , 185 QUEEN CITY AVENUE, , MANCHESTER, NH, 03101, US, 6036633000, 6036264300, 185 QUEEN CITY AVENUE, , MANCHESTER, NH, 03101, US, 6036633000, 6036264300, 03/29/2006, 01/07/2016, , , , , PRIMEAU, BEVERLY, , ADMINISTRATOR, 6036633580, 261QA1903X, 02840, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 80301002, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN,  MBA, , , , , , , , , , , , , , , , 
1720049554, 2, , <UNAVAIL>, SELECT PHYSICAL THERAPY HOLDINGS INC, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPT, MECHANICSBURG, PA, 170554325, US, 7179721100, , 7 MILL RD, SUITE B, DURHAM, NH, 038243047, US, 6034228896, , 03/31/2006, 08/16/2013, , , , , TARVIN, MICHAEL, , VICE PRESIDENT, 7179754503, 261QR0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336101534, 2, , <UNAVAIL>, ELLIOT PROFESSIONAL SERVICES, , , , , , , WOUND MANAGEMENT CENTER, 5, , , , , , , , 185 QUEEN CITY AVE, WOUND MANAGEMENT CENTER, MANCHESTER, NH, 031017100, US, 6036633630, 6036633669, 185 QUEEN CITY AVE, WOUND MANAGEMENT CENTER, MANCHESTER, NH, 031017100, US, 6036633630, 6036633669, 04/04/2006, 03/18/2011, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 207PE0005X, , NH, N, 2086S0122X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CK3360, 01, NH, RR MEDICARE, 30212489, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PROFESSIONAL SERVICES, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1700848819, 2, , <UNAVAIL>, DVA RENAL HEALTHCARE INC, , , , , , , NASHUA DIALYSIS, 3, , , , , , , , 5200 VIRGINIA WAY, L&C DEPT, BRENTWOOD, TN, 370277569, US, 6153204218, 3032097825, 38 TYLER ST, STE 100, NASHUA, NH, 030602912, US, 6035981665, 6035981174, 04/04/2006, 04/24/2015, , , , , HILGER, JAMES, K, CHIEF ACCOUNTING OFFICER, 2537334500, 261QE0700X, 03097, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1318098, 05, MA, , 3092417, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
