1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1831174804, 2, , <UNAVAIL>, LEAKE COUNTY BOARD OF TRUSTEES, , , , , , , LEAKE MEMORIAL HOSPITAL, 3, , , , , , , , 310 ELLIS ST, , CARTHAGE, MS, 390513809, US, 6012671100, 6012671211, 310 ELLIS ST, , CARTHAGE, MS, 390513809, US, 6012671100, 6012671211, 12/13/2005, 12/30/2008, , , , , FAULKNER, ROBERT, DANIEL, ADMINISTRATOR, 6012671432, 282N00000X, 11-187, MS, N, 282NC0060X, 11-187, MS, Y, 282NR1301X, 11-187, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0220809, 05, MS, , 0230186, 05, MS, , 9016253, 05, MS, , 9016232, 05, MS, , 0220808, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1982689956, 2, , <UNAVAIL>, PLAZA DRUG CO. INC., , , , , , , , , , , , , , , , 545 E MAIN ST, , WEST POINT, MS, 397733005, US, 6624942535, 6624942200, 545 E MAIN ST, , WEST POINT, MS, 397733005, US, 6624942535, 6624942200, 12/13/2005, 07/08/2007, , , , , JOHNSON, JOHN, COLON, PRESIDENT, 6624942535, 333600000X, 00621\01.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00033693, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , R. PH., , , , , , , , , , , , , , , , 
1730164674, 2, , <UNAVAIL>, MS STATE DEPARTMENT OF HEALTH, , , , , , , METRO HOME HEALTH, 3, , , , , , , , PO BOX 1700, , JACKSON, MS, 392151700, US, 6019874995, 6019878633, 350 WEST WOODROW WILSON AVENUE, HINDS COUNTY HEALTH DEPARTMENT SUITE 411-A, JACKSON, MS, 39213, US, 6019874995, 6019878633, 12/14/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 7881, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1336124270, 2, , <UNAVAIL>, COASTAL PLAINS HOME HEALTH AGENCY 9A, , , , , , , , , , , , , , , , 1102 45TH AVE, , GULFPORT, MS, 395012504, US, 2288676115, 2288676185, 1102 45TH AVE, , GULFPORT, MS, 395012504, US, 2288676115, 2288676185, 12/14/2005, 07/08/2007, , , , , ADCOCK, MITCHELL, , DIRECTOR OF FINANCE ADMINISTRATION, 6015767853, 251E00000X, 3481, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , CPA CIA CFE, , , , , , , , , , , , , , , , 
1679558514, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , SOUTHEAST HOME HEALTH AGENCY 8C, 3, , , , , , , , PO BOX 489, , LEAKESVILLE, MS, 394510489, US, 6013942694, 6013942620, 503 MCINNIS AVE, , LEAKESVILLE, MS, 394510489, US, 6013942694, 6013942620, 12/14/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 3181, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1295710135, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , SOUTHWEST HOME HEALTH AGENCY 7C, 3, , , , , , , , 1130 NORTH PARK AVE, , MAGNOLIA, MS, 39682, US, 6016844294, 6012490421, 1130 NORTH PARK AVE, , MAGNOLIA, MS, 39682, US, 6016844294, 6012490421, 12/14/2005, 07/25/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 9281, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1922083872, 2, , <UNAVAIL>, MS STATE DEPARTMENT OF HEALTH, , , , , , , NORTHWEST HOME HEALTH AGENCY 1A, 3, , , , , , , , 100 PRESTON MCKAY DR, , SENATOBIA, MS, 386682350, US, 6625624014, 6625629535, 100 PRESTON MCKAY DR, , SENATOBIA, MS, 386682350, US, 6625624014, 6625629535, 12/14/2005, 07/14/2008, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 11681, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1467437210, 2, , <UNAVAIL>, MISSISSIPPI STATE DEPARTMENT OF HEALTH, , , , , , , NORTHEAST HOME HEALTH AGENCY 2B, 3, , , , , , , , 517 CHURCH STREET, , BOONEVILLE, MS, 38829, US, 6627285391, 6627280132, 517 CHURCH STREET, , BOONEVILLE, MS, 38829, US, 6627285391, 6627280132, 12/14/2005, 06/08/2009, , , , , BOWMAN, MELANIE, , DIRECTOR OF HOME HEALTH, 6015767853, 251E00000X, 9481, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00070500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RN, , , , , , , , , , , , , , , , 
1710963442, 2, , <UNAVAIL>, NORTH OAK REGIONAL HOSPITAL INC, , , , , , , NORTH OAK REGIONAL MEDICAL CENTER, 3, , , , , , , , 401 GETWELL DR, , SENATOBIA, MS, 386682213, US, 6625623100, 6625606295, 401 GETWELL DR, , SENATOBIA, MS, 386682213, US, 6625623100, 6625606295, 12/15/2005, 09/18/2008, , , , , GRAHAM, SONJA, , CHIEF EXECUTIVE OFFICER, 6625623100, 273R00000X, 16-286, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NORTH OAK REGIONAL HOSPITAL INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1598741266, 2, , <UNAVAIL>, BAPTIST HOME MEDICAL SERVICES, , , , , , , , , , , , , , , , 406 MEDICAL CENTER DR, , JASPER, AL, 355013400, US, 2052218200, 2052218270, 822 FOLEY ST, , JACKSON, MS, 392023404, US, 6019689700, 6019689702, 12/15/2005, 05/20/2008, , , , , PACE, STEWART, H, PRESIDENT,  BOARD OF MANAGERS, 2054147525, 332B00000X, 04419/11.1, MS, Y, 332BP3500X, , , N, 332BX2000X, 04419/11.1, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440609, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, MED SOUTH INC, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1326024944, 2, , <UNAVAIL>, LABORATORY CORPORATION OF AMERICA HOLDINGS, , , , , , , , , , , , , , , , PO BOX 2240, , BURLINGTON, NC, 272162240, US, 8002227566, 3364361048, 1300 SUNSET DR, , GRENADA, MS, 389014086, US, 6622290993, , 12/15/2005, 01/02/2014, , , , , WILLIAMS, KIMBERLY, , VP, 8002227566, 291U00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25D0985450, 01, MS, CLIA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1679559983, 2, , <UNAVAIL>, WAYNE GENERAL HOSPITAL, , , , , , , , , , , , , , , , 950 MATTHEW DR, , WAYNESBORO, MS, 393672567, US, 6017355151, 6017357168, 950 MATTHEW DR, , WAYNESBORO, MS, 393672567, US, 6017355151, 6017357168, 12/19/2005, 05/18/2015, , , , , WADDELL, KATHY, , ADMINISTRATOR, 6017355151, 282N00000X, 11288, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , HOS0077P, 05, AL, , 25U077, 01, MS, MEDICARE SWINGBED, 00020131, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1659357978, 2, , <UNAVAIL>, MISSISSIPPI STATE UNIVERSITY, , , , , , , LONGEST STUDENT HEALTH CENTER PHARMACY, 3, , , , , , , , PO BOX 6338, , MISSISSIPPI STATE, MS, 39762, US, 6623252431, 6623258888, 2 HARDY ROAD, , MISSISSIPPI STATE, MS, 39762, US, 6623252431, 6623258888, 12/19/2005, 07/08/2007, , , , , KIBLER, WILLIAM, L, VICE PRESIDENT FOR STUDENT AFFAIRS, 6623253045, 183500000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PHD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1902882251, 2, , <UNAVAIL>, MISSISSIPPI ASTHMA & ALLERGY CLINIC PA, , , , , , , , , , , , , , , , 1513 LAKELAND DR, STE 101, JACKSON, MS, 392164829, US, 6013544836, 6013542619, 1513 LAKELAND DR, STE 100, JACKSON, MS, 392164829, US, 6013544836, 6013542619, 12/19/2005, 02/16/2010, , , , , MOAK, DAVID, L, PRACTICE ADMINISTRATOR, 6013544836, 207K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , P00236071, 01, MS, RR MEDICARE, 030002483, 01, MS, RR MEDICARE, 030001646, 01, MS, RR MEDICARE, 030003287, 01, MS, RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1639155088, 2, , <UNAVAIL>, THE MEDICAL ONCOLOGY GROUP, , , , , , , , , , , , , , , , PO BOX 1210, , GULFPORT, MS, 395021210, US, 2285751234, 2285751240, 1340 BROAD AVE, SUITE 270, GULFPORT, MS, 395012404, US, 2285751234, 2285751240, 12/19/2005, 09/16/2010, , , , , DAVIDSON, EDWIN, M, SENIOR PARTNER/PHYSICIAN, 2285751234, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09012355, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1295711281, 2, , <UNAVAIL>, NORTH MS. MEDICAL CENTER OUTPATIENT PHARMACY, , , , , , , NMMC EMPLOYEE PHARMACY, 3, , , , , , , , 609 GARFIELD ST, , TUPELO, MS, 388016337, US, 6623775749, 6623773685, 609 GARFIELD ST, SUITE A, TUPELO, MS, 388016337, US, 6623775749, 6623773685, 12/21/2005, 07/08/2007, , , , , GHOLSON, CHARLES (CHUCK), TERRELL, PHARMACIST, 6623775749, 333600000X, 02700/02.0, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00030237, 05, MS, , 2507373, 01, MS, NABP#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RPH, , , , , , , , , , , , , , , , 
1487630356, 2, , <UNAVAIL>, 14TH MEDICAL GROUP, , , , , , , , , , , , , , , , 201 INDEPENDENCE, SUITE 101, COLUMBUS, MS, 397105300, US, , , 201 INDEPENDENCE, SUITE 101, COLUMBUS, MS, 397105300, US, 6624342159, 6624342242, 12/21/2005, 08/08/2014, , , , , MITCHELL, THERESA, M., AIR FORCE UNIFORM BUSINESS OFFICE, 7036817613, 261QM1100X, , , Y, 261QM1101X, , , N, 332000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2520179, 01, MS, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1417934175, 2, , <UNAVAIL>, GULF COAST MENTAL HEALTH CENTER, , , , , , , , , , , , , , , , 1600 BROAD AVE, , GULFPORT, MS, 395013603, US, 2288631132, 2288651700, 1600 BROAD AVE, , GULFPORT, MS, 395013603, US, 2288631132, 2288651700, 12/23/2005, 02/18/2016, , , , , FOREMAN, SHELLEY, , EXECUTIVE DIRECTOR, 2288631132, 103TM1800X, REG13-SO-01, MS, N, 320900000X, R-13-1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , C00120, 01, MS, CENTER MEDICARE ID, 00018213, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , LPC, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1013994060, 2, , <UNAVAIL>, THE WOMAN'S CLINIC OF TUPELO, , , , , , , , , , , , , , , , 1512 MEDICAL PARK CIR, , TUPELO, MS, 388016560, US, 6628440867, 6628447086, 1512 MEDICAL PARK CIR, , TUPELO, MS, 388016560, US, 6628440867, 6628447086, 12/29/2005, 04/20/2008, , , , , CRECELIUS, LAURA, J, OBGYN M.D., 6628440867, 174400000X, =========, , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00019541, 05, MS, , 00117464, 05, MS, , 00126770, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1356328322, 2, , <UNAVAIL>, A SUPERIOR AMBULANCE PROVIDER LLC, , , , , , , ASAP AMBULANCE, 5, , , , , , , , 116 MASON STREET, , LAUREL, MS, 394422727, US, 6014280060, 6014253795, 116 MASON STREET, , LAUREL, MS, 394422727, US, 6014280060, 6014253795, 12/29/2005, 06/16/2008, , , , , POWELL, SHERI, , CFO, 6014280060, 3416L0300X, 270, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00551589, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1225015266, 2, , <UNAVAIL>, BE JAY PE LTD, , , , , , , BJP PHARMACY, 3, , , , , , , , PO BOX 416, 1668 W PEACE ST, CANTON, MS, 390460416, US, 6018590050, 6018596684, 1668 W PEACE ST, , CANTON, MS, 39046, US, 6018590050, 6018596684, 12/30/2005, 07/08/2007, , , , , WILLIAMS, BEVERLY, H, MANAGER OWNER, 6018590050, 333600000X, 03398, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00330235, 05, MS, , 00440401, 01, MS, MEDICAID DME, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , PHARM D, , , , , , , , , , , , , , , , 
1245218742, 2, , <UNAVAIL>, CITY OF OLIVE BRANCH, , , , , , , OLIVE BRANCH FIRE DEPT AMB, 3, , , , , , , , 9200 PIGEON ROOST RD, , OLIVE BRANCH, MS, 386542421, US, 6628929236, 6628929221, 9200 PIGEON ROOST RD, , OLIVE BRANCH, MS, 386542421, US, 6628929236, 6628929221, 01/04/2006, 02/07/2008, , , , , RIKARD, SAMUEL, P, MAYOR, 6628929201, 341600000X, 105, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000016581, 01, MS, BLUE CROSS BLUE SHIELD, 00050725, 05, MS, , 4581042, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1013995380, 2, , <UNAVAIL>, SOUTH CENTRAL REGIONAL MEDICAL CENTER, , , , , , , COMFORTCARE HOSPICE, 3, , , , , , , , PO BOX 607, , LAUREL, MS, 394410607, US, 6014220054, 6013996275, 2260 US HIGHWAY 15 NORTH, , LAUREL, MS, 394401521, US, 6014220054, 6013996275, 01/05/2006, 06/04/2014, , , , , CANIZARO, JAMES, T, VICEPRESIDENT/ CFO, 6013996139, 251G00000X, 013, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00770016, 05, MS, , 000070007, 01, MS, BCBS HOSPICE AGENCY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1548248800, 2, , <UNAVAIL>, DURA-QUIP MEDICAL EQUIPMENT INC., , , , , , , , , , , , , , , , 205 MAIN ST, P O BOX 128, UNION, MS, 393652521, US, 6017748885, 6017748810, 205 MAIN ST, , UNION, MS, 393652521, US, 6017748885, 6017748810, 01/06/2006, 03/22/2012, , , , , FEDERICK, SHIRLEY, A, OWNER GENERAL MANAGER, 6017748885, 332BP3500X, 02346/11.1, MS, Y, 332BX2000X, 02346/11.1, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00040026, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
