1902809924, 2, , <UNAVAIL>, THE SALUDA COUNSELING SERVICES CENTER INC., , , , , , , THE SALUDA CENTER, 3, , , , , , , , 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 05/23/2005, 04/20/2008, , , , , JOHNSON, BARBARA, J, OFFICE MANAGER, 8033276103, 101YA0400X, , , N, 101YM0800X, , , Y, 101YP1600X, , , N, 101YP2500X, , , N, 1041C0700X, , , N, 106H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========006, 01, SC, BCBS, =========003, 01, SC, BCBS, =========001, 01, SC, BCBS, =========002, 01, SC, BCBS, =========005, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1114915394, 2, , <UNAVAIL>, JOSEPH P JACKSON JR, , , , , , , CAMDEN ORTHOPAEDIC ASSOCIATES, 3, , , , , , , , 507 WALNUT ST, , CAMDEN, SC, 290203649, US, 8034329300, 8034329307, 507 WALNUT ST, , CAMDEN, SC, 290203649, US, 8034329300, 8034329307, 10/11/2005, 06/11/2008, , , , , JACKSON, JOSEPH, P, M.D., 8034329300, 207X00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP0279, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1467440644, 2, , <UNAVAIL>, PALMETTO ADULT AND CHILDRENS UROLOGY PA, , , , , , , , , , , , , , , , 2890 TRICOM ST, , NORTH CHARLESTON, SC, 294069171, US, 8437976600, 8438201440, 2890 TRICOM ST, , NORTH CHARLESTON, SC, 294069171, US, 8437976600, 8438201440, 10/11/2005, 04/07/2015, , , , , PLOCH, NELSON, RANDOLPH, OWNER, 8437976600, 208800000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7026, 01, SC, MEDICARE GROUP NUMBER, GP4871, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1649268798, 2, , <UNAVAIL>, PICKENS COUNTY EMS, , , , , , , , , , , , , , , , PO BOX 1245, , WALTERBORO, SC, 294880013, US, 8435493444, 8435493474, 1509 WALHALLA HWY, , PICKENS, SC, 296719678, US, 8648985726, , 10/12/2005, 04/20/2008, , , , , ANTHONY, FRED, G, EMS COORDINATOR, 8648985944, 341600000X, =========, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 501692, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , EMT.P, , , , , , , , , , , , , , , , 
1497744254, 2, , <UNAVAIL>, CANNON MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , 123 W G ACKER DR, , PICKENS, SC, 296712739, US, 8648984791, 8648991047, 123 W G ACKER DR, , PICKENS, SC, 296712739, US, 8648984791, 8648991047, 10/14/2005, 04/20/2008, , , , , RENTZ, NORMAN, GENE, CEO, 8648981133, 282N00000X, HTL-076, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 420011, 01, SC, MEDICARE INPATIENT, 205007, 05, SC, , CM6374, 01, SC, MEDICARE RAILROAD, =========, 01, SC, BLUE CROSS INPATIENT, =========003, 01, SC, BLUE CROSS OUTPATIENT, 89066XH, 05, NC, , 420011, 01, SC, MEDICARE I/P & O/P, =========, 01, SC, TAX ID NUMBER, 382878, 05, SC, , 4200011, 05, NC, , 42-U011, 01, SC, MEDICARE SWING BED UNIT, 400113, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1144219726, 2, , <UNAVAIL>, EDISTO MULTISPECIALTY ASSOCIATES INC, , , , , , , DBA EDISTO PEDIATRICS, 3, , , , , , , , 302 MEDICAL PARK DR, SUITE 211, WALTERBORO, SC, 294885747, US, 8435490787, 8435496867, 302 MEDICAL PARK DR, SUITE 211, WALTERBORO, SC, 294885747, US, 8435490787, 8435496867, 10/17/2005, 08/29/2007, , , , , ENGLAND, ROBERT, , COORDINATOR, 8006613365, 208000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , RHC508/GP3156, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1770572448, 2, , <UNAVAIL>, TRI-COUNTY COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE, , , , , , , WILLIAM J. MCCORD ADOLESCENT TREATMENT FACILITY, 5, , , , , , , , PO BOX 1166, , ORANGEBURG, SC, 291161166, US, 8035364900, 8035318419, 910 COOK RD, , ORANGEBURG, SC, 291182124, US, 8035364900, 8035318419, 10/17/2005, 08/02/2010, , , , , FOWLER, RICHARD, S, EXECUTIVE DIRECTOR, 8035364900, 324500000X, 619, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M00036SC1, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1144219742, 2, , <UNAVAIL>, CHILDREN'S MEDICAL ASSESSMENT CENTER DBA CAROLINA MEDICAL ASSESSMENT C, , , , , , , , , , , , , , , , 3870 LEEDS AVE, SUITE 104, NORTH CHARLESTON, SC, 294057493, US, 8435294533, 8435294539, 3870 LEEDS AVE, SUITE 104, NORTH CHARLESTON, SC, 294057493, US, 8435294533, 8435294539, 10/17/2005, 07/08/2007, , , , , FLOWERS, DEBORA, , PROGRAM DIRECTOR, 8435294533, 207ZF0201X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP1443, 05, SC, , 20004193, 01, SC, SELECT HEALTH OF SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1366431868, 2, , <UNAVAIL>, FIRST CHOICE MEDICAL EQUIPMENT AND RESPIRATORY SERVICE INC, , , , , , , , , , , , , , , , 3357 CASEY ST, , LORIS, SC, 295692811, US, 8437564300, 8437560811, 3357 CASEY ST, , LORIS, SC, 295692811, US, 8437564300, 8437560811, 10/18/2005, 08/15/2011, , , , , WEBSTER, JAMES, CHARLES, PRESIDENT, 8437564300, 332B00000X, , SC, Y, 332BP3500X, , SC, N, 332BX2000X, , SC, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DE2383, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1720077282, 2, , <UNAVAIL>, EASLEY OB GYN ASSOCIATES PA, , , , , , , , , , , , , , , , 112 JOHN ST, SUITE 201, EASLEY, SC, 296401472, US, 8648552737, 8648552221, 112 JOHN STREET, SUITE 201, EASLEY, SC, 296401207, US, 8648552737, 8648552221, 10/18/2005, 07/08/2007, , , , , WARREN, JOHN, MOVIUS, PRESIDENT, 8648552737, 207VG0400X, 8415, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 084152, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1679562078, 2, , <UNAVAIL>, BARNWELL COUNTY NURSING HOME, , , , , , , , , , , , , , , , 31 WREN ST, POST OFFICE BOX 807, BARNWELL, SC, 298121528, US, 8032595547, 8032597350, 31 WREN ST, , BARNWELL, SC, 298121528, US, 8032595547, 8032597350, 10/18/2005, 07/08/2007, , , , , GAMBILL, GERI, , ADMINISTRATOR, 8032595547, 314000000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , SC0006, 01, SC, MDS, 212470, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , RN,  NHA, , , , , , , , , , , , , , , , 
1538158902, 2, , <UNAVAIL>, MEDSOURCE INC., , , , , , , MEDSOURCE, 3, , , , , , , , 1311 AUGUSTA RD, , WEST COLUMBIA, SC, 291696320, US, 8039262919, , 1311 AUGUSTA RD, , WEST COLUMBIA, SC, 291696320, US, 8039262919, , 10/18/2005, 04/17/2008, , , , , WILSON, ROBERT, G, OWNER, 8039262919, 332B00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DME993, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RN, , , , , , , , , , , , , , , , 
1295724334, 2, , <UNAVAIL>, TRIDENT NEONATOLOGY SERVICES LLC, , , , , , , , , , , , , , , , 9330 MEDICAL PLAZA DR, , CHARLESTON, SC, 294069104, US, 8437974272, 8437974255, 9330 MEDICAL PLAZA DR, , CHARLESTON, SC, 294069104, US, 8437974272, 8437974255, 10/20/2005, 04/20/2008, , , , , ENGLAND, ROBERT, , VP, 8006613365, 2080N0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, SC, TRICARE, GP4028, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1659360873, 2, , <UNAVAIL>, MCLEOD HEALTH CLARENDON LTC PHARMACY, , , , , , , CYPRESS CENTER LTC PHARMACY, 4, , , , , , , , 50 E HOSPITAL ST, STE 1B, MANNING, SC, 291023149, US, 8034355272, 8034355271, 50 E HOSPITAL ST, STE 1B, MANNING, SC, 291023149, US, 8034355272, 8034355271, 10/20/2005, 04/26/2017, , , , , RICHBURG, REBECCA, , PIC, 8034355272, 333600000X, 16726, SC, Y, 3336L0003X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 722205, 05, SC, , 2163851, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1477542694, 2, , <UNAVAIL>, CYPRESS CENTER PHARMACY, , , , , , , , , , , , , , , , 50 HOSPITAL STREET, , MANNING, SC, 291020550, US, 8034355224, , 50 HOSPITAL STREET, , MANNING, SC, 291020550, US, 8034355224, , 10/20/2005, 07/08/2007, , , , , CHADWICK, RENAE, K., SUPERVISOR, 8034355224, 183500000X, 50005730, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , RPH, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1346230216, 2, , <UNAVAIL>, THE MEDICINE MART, , , , , , , , , , , , , , , , 6129 CALHOUN MEMORIAL HWY, SUITE C, EASLEY, SC, 29640, US, 8648594077, 8648596890, 6129 CALHOUN MEMORIAL HWY, , EASLEY, SC, 296403781, US, 8648594077, 8648596890, 10/24/2005, 06/25/2008, , , , , DUNCAN, ROSEMART, FINDLEY, PRES/PHARMACIST, 8648594077, 333600000X, 039132544, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 734692, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, , , , , , , , , , , , , , , , 
1316937204, 2, , <UNAVAIL>, STEPHENS INTERNAL, , , , , , , , , , , , , , , , PO BOX 100523, , FLORENCE, SC, 295010523, US, 8436695162, 8436674573, 203 W ELM ST, , FLORENCE, SC, 295014750, US, 8436695162, 8436674573, 10/24/2005, 04/20/2008, , , , , MCINVILLE, SUSAN, G, BUSINESS SERVICES REPRESENTATIVE, 8436695162, 207R00000X, 22024, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, SC, BCBS OF SC, =========, 01, SC, TRICARE, =========, 01, SC, MEDCOST, =========, 01, SC, STANDARD TAX ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1548250459, 2, , <UNAVAIL>, BEAUFORT COUNTY MEMORIAL HOSPITAL, , , , , , , BMH INPATIENT ACUTE REHAB UNIT, 5, , , , , , , , 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225975, 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225975, 10/24/2005, 04/18/2017, , , , , BAXLEY, EDMOND, RUSSELL, CEO, 8435225140, 273Y00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., III, , , , , , , , , , , , , , , , , 
1629068531, 2, , <UNAVAIL>, BEAUFORT COUNTY MEMORIAL HOSPITAL, , , , , , , BMH INPATIENT PSYCHIATRIC UNIT, 5, , , , , , , , 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225975, 955 RIBAUT RD, , BEAUFORT, SC, 299025441, US, 8435225200, 8435225975, 10/24/2005, 04/18/2017, , , , , BAXLEY, EDMOND, RUSSELL, CEO, 8435225140, 273R00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10767A, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., III, , , , , , , , , , , , , , , , , 
1841280625, 2, , <UNAVAIL>, KEMPSON REXALL DRUGS, , , , , , , , , , , , , , , , 27 N MAIN ST, , INMAN, SC, 293491425, US, 8644722136, 8644722136, 27 N MAIN ST, , INMAN, SC, 293491425, US, 8644722136, 8644722136, 10/24/2005, 08/13/2007, , , , , HESTER, DERRICK, , PRESIDENT, 8644722136, 3336C0003X, 2209, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 722091, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , R.PH., , , , , , , , , , , , , , , , 
1295725760, 2, , <UNAVAIL>, ALLERGY PARTNERS PA, , , , , , , ALLERGY PARTNERS OF ANDERSON, 3, , , , , , , , PO BOX 2426, , SKYLAND, NC, 287762426, US, 8285752644, 8283502174, 115 EDGEBROOK DR, , ANDERSON, SC, 296212544, US, 8642248883, 8642317146, 10/26/2005, 11/13/2015, , , , , BROWN, DAVID, A, PRESIDENT,  CEO, 8282771300, 207K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========014, 01, SC, BCBS, =========015, 01, SC, BLUE CHOICE, GP3876, 05, SC, , 7828, 01, SC, MEDICARE PTAN, =========, 01, , TIN, =========044, 01, SC, CHAMPUS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1598755910, 2, , <UNAVAIL>, ALLERGY PARTNERS PA, , , , , , , ALLERGY PARTNERS OF THE FOOTHILLS, 3, , , , , , , , PO BOX 2405, , SKYLAND, NC, 287762405, US, 8285752644, 8283502174, 98 WILLOW LN, , SPARTANBURG, SC, 293071357, US, 8645855552, 8645970179, 10/26/2005, 11/19/2015, , , , , BROWN, DAVID, A, PRESIDENT,  CEO, 8282771300, 207K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========024, 01, SC, TRICARE, GP4593, 05, SC, , GP4596, 05, SC, , =========025, 01, SC, BCBS, GP4595, 05, SC, , =========062, 01, NC, TRICARE, 790117F, 05, NC, , =========001, 01, SC, BCBS, =========030, 01, SC, BCBS, =========032, 01, SC, BCBS, GP0668, 05, SC, , 0117F, 01, NC, BCBS, 4292, 01, SC, MEDICARE PTAN, =========001, 01, SC, TRICARE, NPB212, 05, SC, , =========026, 01, SC, TRICARE, =========031, 01, SC, BCBS, 230363D, 01, NC, MEDICARE PTAN, =========054, 01, SC, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1215927462, 2, , <UNAVAIL>, ALLERGY PARTNERS PA, , , , , , , ALLERGY PARTNERS OF THE UPSTATE, 3, , , , , , , , PO BOX 2145, , SKYLAND, NC, 287762145, US, 8285752644, 8283502174, 48 CREEKVIEW CT, , GREENVILLE, SC, 296154800, US, 8644587431, 8644587463, 10/27/2005, 11/17/2015, , , , , BROWN, DAVID, A, PRESIDENT,  CEO, 8282771300, 207K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========003, 01, SC, BCBS, GP3093, 05, SC, , GP3459, 05, SC, , =========024, 01, SC, TRICARE, =========027, 01, SC, TRICARE, =========004, 01, SC, TRICARE, =========027, 01, SC, BCBS, 6910, 01, SC, MEDICARE PTAN, GP3096, 05, SC, , GP3183, 05, SC, , =========023, 01, SC, TRICARE, =========023, 01, SC, BCBS, =========024, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1578553871, 2, , <UNAVAIL>, CC-HILTON HEAD INC, , , , , , , BROAD CREEK CARE CENTER, 3, , , , , , , , 700 TIDEPOINTE WAY, , HILTON HEAD ISLAND, SC, 299283040, US, 8433417200, 8433417299, 801 LEMON GRASS CT, , HILTON HEAD ISLAND, SC, 299283022, US, 8433417300, 8433417311, 10/27/2005, 07/12/2010, , , , , JOHNSON, STEPHANI, , ADMINISTRATOR, 8433417315, 314000000X, NCF-753, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
