1952304008, 2, , <UNAVAIL>, WILPAGE INC., , , , , , , WILPAGE MEDICAL, 3, , , , , , , , PO BOX 37, , HAWTHORNE, NJ, 075070037, US, 9734234100, 9734230715, 146 GENEVIEVE AVE, , HAWTHORNE, NJ, 075062332, US, 9734234100, 9734230715, 05/23/2005, 11/19/2013, , , , , ABRUZZO, SYLVESTER, , TREASURER, 9738354716, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0093831, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1982605077, 2, , <UNAVAIL>, CARRIER CLINIC MEDICAL ASSOCIATION, , , , , , , , , , , , , , , , 252 ROUTE 601, , BELLE MEAD, NJ, 085023923, US, , , 252 ROUTE 601, , BELLE MEAD, NJ, 085023923, US, 9082181000, 9082811676, 08/10/2005, 04/20/2008, , , , , SARLE, C, RICHARD, CHEIF EXECUTIVE OFFICER, 9082811604, 2084P0800X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2752107, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1225039399, 2, , <UNAVAIL>, CARRIER CLINIC INC, , , , , , , , , , , , , , , , 252 ROUTE 601, , BELLE MEAD, NJ, 085023923, US, , , 252 ROUTE 601, , BELLE MEAD, NJ, 085023923, US, 9082811000, 9082811676, 08/10/2005, 02/24/2009, , , , , SARLE, C, RICHARD, CHIEF EXECUTIVE OFFICER, 9082811604, 283Q00000X, 51806, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4144104, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1578565552, 2, , <UNAVAIL>, GASTROINTESTINAL GROUP OF NORTH JERSEY PA, , , , , , , , , , , , , , , , 1777 HAMBURG TURNPIKE, SUITE 101, WAYNE, NJ, 07470, US, 9738396400, 9738397083, 1777 HAMBURG TURNPIKE, SUITE 101, WAYNE, NJ, 07470, US, 9738396400, 9738397083, 08/10/2005, 09/21/2015, , , , , SHLIEN, ROBERT, D, MD, 9738396400, 207RG0100X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1184626152, 2, , <UNAVAIL>, EAST MOUNTAIN HOSPITAL INC, , , , , , , , , , , , , , , , PO BOX 1029, 252 ROUTE 601, BELLE MEAD, NJ, 085026029, US, , , 252 ROUTE 601, , BELLE MEAD, NJ, 085023923, US, 9082811270, 9082811339, 08/10/2005, 07/09/2007, , , , , VOORHEES, MICHAEL, F, DIRECTOR OF EMH, 9082811439, 283Q00000X, 22970, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0001694, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RNC MS, , , , , , , , , , , , , , , , 
1760484828, 2, , <UNAVAIL>, OCEAN COUNTY FOOT & ANKLE SURGICAL ASSOCIATES PC, , , , , , , , , , , , , , , , 54 BEY LEA RD, SUITE 1, TOMS RIVER, NJ, 087532978, US, 7325059728, 7325059787, 54 BEY LEA RD, SUITE 1, TOMS RIVER, NJ, 087532978, US, 7325059728, 7325059787, 08/10/2005, 02/27/2015, , , , , PETRANTO, RUSSELL, D, PHYSICIAN/OWNER, 7325054500, 2085R0204X, , , N, 213ES0103X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7000103, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , D.P.M., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1508868670, 2, , <UNAVAIL>, ASSOCIATES IN ENT & ALLERGY PA, , , , , , , DIEGO SAPORTA MD PA, 4, , , , , , , , 470 NORTH AVENUE, , ELIZABETH, NJ, 072081738, US, 9083526700, 9083526734, 470 NORTH AVENUE, , ELIZABETH, NJ, 072081738, US, 9083526700, 9083526734, 08/10/2005, 11/04/2008, , , , , SAPORTA, DIEGO, , PRESIDENT, 9083526700, 207Y00000X, , , N, 207YX0905X, 25MA05512700, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1184626186, 2, , <UNAVAIL>, KOPIDAKIS & KOPIDAKIS PTR, , , , , , , , , , , , , , , , 98 JAMES ST, SUITE 101, EDISON, NJ, 088203902, US, 7325488980, 7325486652, 98 JAMES ST, SUITE 101, EDISON, NJ, 088203902, US, 7325488980, 7325486652, 08/10/2005, 07/08/2007, , , , , KOPIDAKIS, GEORGE, E, MANAGING PHYSICIAN, 7325488980, 208600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1609878602, 2, , <UNAVAIL>, QUALITY DENTAL CARE, , , , , , , , , , , , , , , , 301 S MAIN RD, SUITE B-4, VINELAND, NJ, 083607897, US, 8566910290, 8566916425, 301 S MAIN RD, SUITE B-4, VINELAND, NJ, 083607897, US, 8566910290, 8566916425, 08/10/2005, 07/08/2007, , , , , KISSELL, MICHAEL, A., OWNER, 8566910290, 122300000X, DI018645, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1223D0001X, 01, NJ, DENTAL PUBLIC HEALTH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , D.D.S., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1598767469, 2, , <UNAVAIL>, RICHARD C.BLUMENFELD D.D.S.;P.A., , , , , , , , , , , , , , , , 279 BROWERTOWN RD, , WEST PATERSON, NJ, 074242663, US, 9732563366, 9722566579, 279 BROWERTOWN RD, , WEST PATERSON, NJ, 074242663, US, 9732563366, 9722566579, 08/11/2005, 07/08/2007, , , , , BLUMENFELD, RICHARD, C, PRESIDENT, 9732563366, 1223G0001X, 22D100824300, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , D.D.S., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1528060415, 2, , <UNAVAIL>, ARROWHEAD FAMILY DENTAL PA, , , , , , , DR. ROBERT N DELPRESTO, 5, , , , , , , , 2024 ROUTE 88 E, , BRICK, NJ, 087243226, US, 7328401300, 7328403840, 2024 ROUTE 88 E, , BRICK, NJ, 087243226, US, 7328401300, 7328403840, 08/11/2005, 05/06/2008, , , , , VITTONE, MICHELLE, LYNN, OFFICE MANAGER / RDA, 7328401300, 1223G0001X, NJ18212, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RDA,  OM,  CDA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1043212806, 2, , <UNAVAIL>, CENTRAL JERSEY DENTAL, , , , , , , , , , , , , , , , 410 SPOTSWOOD ENGLISHTOWN RD, , MONROE TOWNSHIP, NJ, 088318615, US, 7322517766, 7322517676, 410 SPOTSWOOD ENGLISHTOWN RD, , MONROE TOWNSHIP, NJ, 088318615, US, 7322517766, 7322517676, 08/11/2005, 03/17/2011, , , , , BLUMENSTOCK, NORMAN, T, PARTNER, 7322517766, 261QD0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , D.D.S., , , , , , , , , , , , , , , , 
1336141266, 2, , <UNAVAIL>, MOORESTOWN VISITING NURSE ASSOCIATION INC, , , , , , , THE HOSPICE OF MOORESTOWN VNA, 3, , , , , , , , 300 HARPER DR, , MOORESTOWN, NJ, 080573208, US, 8565521300, 8565521314, 300 HARPER DR, , MOORESTOWN, NJ, 080573208, US, 8565521300, 8565521314, 08/11/2005, 06/13/2013, , , , , MILLER, KATHLEEN, A, CFO, 8565521300, 251G00000X, 23035, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8788502, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1518969419, 2, , <UNAVAIL>, GENERAL CONFERENCE OF SEVENTH DAY ADVENTIST HACKETTSTOWN COMMUNITY HOS, , , , , , , HACKETTSTOWN MEDICAL CENTER, 5, , , , , , , , 651 WILLOW GROVE ST, , HACKETTSTOWN, NJ, 078401799, US, 9088506900, 9088506847, 651 WILLOW GROVE ST, , HACKETTSTOWN, NJ, 078401799, US, 9088506900, 9088506847, 08/11/2005, 07/07/2016, , , , , LENAHAN, KEVIN, , SR. VP/CFO, 9736603190, 282N00000X, 12101, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 16202, 01, NJ, AMERIGROUP, 0010332490001, 05, PA, , H03038, 01, NJ, OXFORD, WA000004800, 01, NJ, AMERICHOICE/MHS INPATIENT, 001140, 01, NY, BC EMPIRE, 00472239, 05, NY, , 0002472000, 01, NJ, AMERIHEALTH/KEYSTONE, 0007770, 01, NJ, US HEALTHCARE, 310115, 01, NJ, HORIZON BCBS OF NJ, 3101151, 05, VA, , 4141300, 05, NJ, , IL5060, 01, NJ, HEALTHNET/PHS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1447252291, 2, , <UNAVAIL>, PRIME CARE MEDICAL ASSOCIATES, , , , , , , , , , , , , , , , 16-18 RIDGE RD, , NORTH ARLINGTON, NJ, 070316314, US, 2019971010, 2019977436, 16-18 RIDGE RD, , NORTH ARLINGTON, NJ, 070316314, US, 2019971010, 2019977436, 08/11/2005, 07/08/2007, , , , , JACKSON, ERIC, M, PRESIDENT, 2019971010, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1538161377, 2, , <UNAVAIL>, JIN P KIM MD, , , , , , , , , , , , , , , , 330 WOODSTOWN RD, MEDICAL ARTS BLDG 2, SALEM, NJ, 08079, US, 8569352577, 8569350726, 330 WOODSTOWN RD, MEDICAL ARTS BLDG 2, SALEM, NJ, 08079, US, 8569352577, 8569350726, 08/11/2005, 10/10/2007, , , , , BOOTH, LINDA, S, OFFICE MANAGER, 8569352577, 2086S0129X, 25MA02960300, NJ, Y, 208G00000X, 25MA02960300, NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4090057, 01, NJ, AETNA/US HEALTHCARE, 3039609, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1386646131, 2, , <UNAVAIL>, COLUMBUS HOSPITAL, , , , , , , , , , , , , , , , 495 N 13TH ST, , NEWARK, NJ, 071071317, US, 9732681400, 9732681523, 495 N 13TH ST, , NEWARK, NJ, 071071317, US, 9732681400, 9732681523, 08/11/2005, 07/09/2007, , , , , WHITE, PATRICIA, , ADMINISTRATOR, 9732681400, 282N00000X, 10703, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3676706, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1285636068, 2, , <UNAVAIL>, WESTWOOD CARDIOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 333 OLD HOOK RD, SUITE 200, WESTWOOD, NJ, 076753200, US, 2016640201, 2016667970, 333 OLD HOOK RD, SUITE 200, WESTWOOD, NJ, 076753200, US, 2016640201, 2016667970, 08/11/2005, 01/02/2008, , , , , SCAGLIONE, JOHN, , MANAGER, 2016640201, 207RC0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 13978, 01, , RAILROAD MCR NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1669474326, 2, , <UNAVAIL>, PRIMECARE MEDICAL GROUP PA, , , , , , , , , , , , , , , , 622 GEORGES RD, SUITE 303, NORTH BRUNSWICK, NJ, 089023377, US, 7327454994, 7327457044, 622 GEORGES RD, SUITE 303, NORTH BRUNSWICK, NJ, 089023377, US, 7327454994, 7327457044, 08/12/2005, 03/12/2013, , , , , SHARMA, BHUDEV, , PRESIDENT, 7327454994, 207Q00000X, , , Y, 207R00000X, , , N, 207RC0000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7094604, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1558363127, 2, , <UNAVAIL>, COUNTY OF UNION, , , , , , , CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION COUNTY, 3, , , , , , , , 40 WATCHUNG WAY, CORNERSTONE ADMINISTRATIVE SUITE, BERKELEY HEIGHTS, NJ, 079222600, US, 9087715705, 9087715820, 40 WATCHUNG WAY, CORNERSTONE ADMINISTRATIVE SUITE, BERKELEY HEIGHTS, NJ, 079222600, US, 9087715705, 9087715820, 08/12/2005, 07/22/2015, , , , , DRUMMOND, MICHAEL, T, DIRECTOR - HOSPITAL FINANCE, 9087715705, 2084P0800X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF UNION, <UNAVAIL>, MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1013919620, 2, , <UNAVAIL>, KESSLER INSTITUTE FOR REHABILITATION INC, , , , , , , KESSLER REHABILITATION CENTER, 3, , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARTMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 1199 PLEASANT VALLEY WAY, , WEST ORANGE, NJ, 070521424, US, 9732436830, 9732436819, 08/12/2005, 09/01/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 261QP2000X, 20725, NJ, N, 283X00000X, 20725, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1568464188, 2, , <UNAVAIL>, KESSLER ORTHOTIC & PROSTHETIC SERVICES INC, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPARMENT, MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 11 MICROLAB RD, , LIVINGSTON, NJ, 070391601, US, 9739929700, 9735331015, 08/12/2005, 09/01/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 335E00000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5439630001, 01, NJ, MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1093717571, 2, , <UNAVAIL>, MILLENNIUM REHAB SOLUTIONS INC., , , , , , , , , , , , , , , , 244 MERRITT AVE, , BERGENFIELD, NJ, 076211417, US, 2012440209, 2012440209, 244 MERRITT AVE, , BERGENFIELD, NJ, 076211417, US, 2012440209, 2012440209, 08/14/2005, 07/08/2007, , , , , THOMAS, ANTONY, , OWNER, 2012440209, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , P.T., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1629070149, 2, , <UNAVAIL>, SHORE MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , 1 E NEW YORK AVE, , SOMERS POINT, NJ, 082442340, US, 6096533545, , 1 E NEW YORK AVE, , SOMERS POINT, NJ, 082442340, US, 6096533545, , 08/15/2005, 05/30/2014, , , , , JOHNSON, RONALD, W., PRESIDENT AND CEO, 6096533545, 282N00000X, 10103, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3674703, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , FACHE,  MBA, , , , , , , , , , , , , , , , 
1912909367, 2, , <UNAVAIL>, CARDIOLOGY CONSULTANTS PA, , , , , , , , , , , , , , , , 298 BIANCA AVE, , CARNEYS POINT, NJ, 080692633, US, 8562990002, 8562996169, 298 BIANCA AVE, , CARNEYS POINT, NJ, 080692633, US, 8562990002, 8562996169, 08/15/2005, 04/20/2008, , , , , SAUERS, PAUL, WILLIAM, PRESIDENT OF CORPORATION, 8562990002, 207RC0000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, , HORIZON NEW JERSEY &OTHER, 1462401, 01, , MINE WORKERS, 156634, 01, PA, BLUE SHIELD, 0959927000, 01, NJ, AMERIHEALTH, 19214800, 01, , FEDERAL BLACK LUNG, 50396, 01, , COVENTRY, 113766, 01, , AETNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PO FACC, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
