1982607933, 2, , <UNAVAIL>, ADR LLC, , , , , , , , , , , , , , , , PO BOX 808, , CUMBERLAND, MD, 215010808, US, 3017241646, 3017247429, 952 SETON DR, , CUMBERLAND, MD, 215021950, US, 3017773522, 3017771902, 05/23/2005, 08/16/2010, , , , , KIM, JONG, K, PRESIDENT, 3017241646, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA5555, 01, , RAILROAD MEDICARE, 403741300, 05, MD, , 001586989, 01, WV, MT ST BS, 216A, 01, MD, MD BLUE SHIELD, 0201927000, 05, WV, , J249, 01, MD, MD BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1518951995, 2, , <UNAVAIL>, MARYLAND SPORTSCARE & REHAB LLC, , , , , , , PIVOT PHYSICAL THERAPY OF MARYLAND, 3, , , , , , , , 501 FAIRMOUNT AVE, STE 302, TOWSON, MD, 212865457, US, 4109278768, 4106484878, 844 WASHINGTON RD, SUITE 102, WESTMINSTER, MD, 211576664, US, 4108765600, 4108761623, 08/31/2005, 10/20/2016, , , , , THOMPSON, HARRIS, , CEO, 4108768076, 225100000X, , , Y, 225X00000X, , , N, 235Z00000X, , , N, 261QP2000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7914198, 01, , AETNA, 2160584, 01, , UHC, T208, 01, MD, BLUECHOICE, 2160584, 01, , ACN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1063406395, 2, , <UNAVAIL>, DR JULIAN N SOBER PA, , , , , , , , , , , , , , , , 420 CRAIN HWY S, SUITE #2, GLEN BURNIE, MD, 210613657, US, 4107684300, 4107684301, 420 CRAIN HWY S, SUITE #2, GLEN BURNIE, MD, 210613657, US, 4107684300, 4107684301, 09/01/2005, 08/30/2007, , , , , SOBER, JULIAN, N, PRESIDENT, 4107684300, 213E00000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DPM, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1831183169, 2, , <UNAVAIL>, PRINCESS ANNE FAMILY PRACTICE, , , , , , , , , , , , , , , , 30434 MOUNT VERNON RD, , PRINCESS ANNE, MD, 218531400, US, 4106510350, 4106514857, 30434 MOUNT VERNON RD, , PRINCESS ANNE, MD, 218531400, US, 4106510350, 4106514857, 09/01/2005, 12/04/2007, , , , , STEGMAN, CHARLES, DONALD, PRESIDENT, 4106510350, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1134113442, 2, , <UNAVAIL>, DAVID L BLOOM PA, , , , , , , ACCESSIBLE MRI OF MONTGOMERY COUNTY, 3, , , , , , , , 1430 SPRING HILL RD, SUITE 500, MC LEAN, VA, 221023000, US, 7032874189, 7034481807, 1010 WAYNE AVE, SUITE 151, SILVER SPRING, MD, 209105600, US, 3014954674, 3014955526, 09/01/2005, 09/18/2008, , , , , BLOOM, DAVID, L, MD, 9737071100, 2085R0202X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 479721302, 05, MD, , 035720400, 05, DC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1376537456, 2, , <UNAVAIL>, JOHNS HOPKINS UNIVERSITY, , , , , , , JHU MEDICINE NEPHROLOGY, 3, , , , , , , , PO BOX 64264, , BALTIMORE, MD, 212644264, US, 4109334397, , 600 N WOLFE STREET, , BALTIMORE, MD, 212870005, US, 4105585218, , 09/06/2005, 04/20/2008, , 02/22/2008, 03/11/2008, , AMORIELLO, PATRICIA, , DIRECTOR CPA, 4109336422, 207RN0300X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CD2563, 01, MD, RRMC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, JOHNS HOPKINS UNIVERSITY, <UNAVAIL>, , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1558355644, 2, , <UNAVAIL>, LEE HALLER MD PC, , , , , , , , , , , , , , , , 9800 FALLS RD, STE 2, POTOMAC, MD, 208543999, US, 3019835211, 3019835213, 9800 FALLS RD, STE 2, POTOMAC, MD, 208543999, US, 3019835211, 3019835213, 09/06/2005, 12/18/2008, , , , , HALLER, MARCIA, J, VICE PRESIDENT & TREASURER, 3019770648, 2084P0800X, D0023516, MD, N, 2084P0800X, MD12620, DC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , 
1073507117, 2, , <UNAVAIL>, MONTGOMERY OTOLARYNGOLOGY CONSULTANTS, , , , , , , , , , , , , , , , 19211 MONTGOMERY VILLAGE AVE, #B-23, GAITHERSBURG, MD, 208865028, US, 3019636334, 3018697204, 19211 MONTGOMERY VILLAGE AVE, #B-23, GAITHERSBURG, MD, 208865028, US, 3019636334, 3018697204, 09/06/2005, 08/06/2010, , , , , GOLDEN, LINDSAY, IRA, ENT PHYSICIAN, 3019636334, 207Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1558355206, 2, , <UNAVAIL>, ROSEWOOD CENTER, , , , , , , , , , , , , , , , 200 ROSEWOOD LN, , OWINGS MILLS, MD, 211173709, US, 4109515300, 4105816157, 200 ROSEWOOD LN, , OWINGS MILLS, MD, 211173709, US, 4109515300, 4105816157, 09/08/2005, 07/08/2007, , , , , ANZALONE, JAMES, BRUCE, DIRECTOR, 4109515300, 320600000X, 03-034, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1972597425, 2, , <UNAVAIL>, TOTAL HEALTH CARE INC, , , , , , , , , , , , , , , , 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4103833160, 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4107284412, 09/09/2005, 02/13/2018, , , , , BELLAMY, KEVIN, D, CEO, 4107284090, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 905611400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1942295423, 2, , <UNAVAIL>, TOTAL HEALTH CARE INC, , , , , , , , , , , , , , , , 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4103833160, 922 W NORTH AVE, , BALTIMORE, MD, 212173940, US, 4103838300, 4103831356, 09/12/2005, 02/13/2018, , 04/04/2007, 02/07/2011, , BELLAMY, KEVIN, D, CEO, 4107284090, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 905611400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1801880315, 2, , <UNAVAIL>, TOTAL HEALTH CARE INC, , , , , , , , , , , , , , , , 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4103833160, 2400 KIRK AVE, , BALTIMORE, MD, 212185507, US, 4103830083, 4103833160, 09/12/2005, 02/13/2018, , 04/04/2007, 02/07/2011, , BELLAMY, KEVIN, D, CEO, 4107284090, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 905611400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1740275106, 2, , <UNAVAIL>, COMPTROLLER OF MARYLAND CENTRAL PAYROLL BUREAU, , , , , , , THOMAS B. FINAN HOSPITAL CENTER, 5, , , , , , , , PO BOX 1722, COUNTRY CLUB ROAD SE, CUMBERLAND, MD, 215011722, US, 3017772405, 3017772364, 10102 COUNTRY CLUB RD SE, , CUMBERLAND, MD, 215028339, US, 3017772405, 3017772364, 09/13/2005, 04/10/2008, , , , , CULLEN, JOHN, GERARD, ADMINISTRATOR, 3017772260, 283Q00000X, 01-009, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1790770998, 2, , <UNAVAIL>, VOSHELL'S PHARMACY, , , , , , , , , , , , , , , , 3350 WILKENS AVE, , BALTIMORE, MD, 212294600, US, 4106441990, 4106443839, 3350 WILKENS AVE, , BALTIMORE, MD, 212294600, US, 4106441990, 4106443839, 09/13/2005, 07/08/2007, , , , , DORSCH, JOSEPH, , OWNER, 4106441990, 333600000X, P00942, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2104127, 01, MD, NCPDP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1578558839, 2, , <UNAVAIL>, OM VIRISAAR PHARMACY INC, , , , , , , FELDMANS PHARMACY AT CHARTWELL, 0, , , , , , , , 8186 LARK BROWN RD, STE 101, ELKRIDGE, MD, 21075, US, 4436209990, 4436209993, 8186 LARK BROWN RD, STE 101, ELKRIDGE, MD, 210756433, US, 4436209990, 4436209993, 09/13/2005, 06/01/2017, , , , , BRAHMANAPALLI, RAJKAMAL, , OWNER/TREASURER, 4436209990, 333600000X, , , N, 3336C0003X, P05365, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 420115900, 05, MD, , 2126099, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1134114507, 2, , <UNAVAIL>, SURESH C GUPTA MD PA, , , , , , , , , , , , , , , , 3503 PERRY ST, , MOUNT RAINIER, MD, 207122141, US, (301) 864-1133, 3018642155, 11119 ROCKVILLE PIKE STE 105, , ROCKVILLE, MD, 208523143, US, 3018162830, 3018163236, 09/13/2005, 06/22/2017, , , , , GUPTA, SURESH, C, PHYSICIAN/PRESIDENT, 3018641133, 207RP1001X, D14876, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 017201400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1013902485, 2, , <UNAVAIL>, TOTAL HEALTH CARE INC, , , , , , , , , , , , , , , , 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4103833160, 2401 LIBERTY HEIGHTS AVE, , BALTIMORE, MD, 212158019, US, 4103838300, 4107355214, 09/13/2005, 02/13/2018, , 04/04/2007, 02/07/2011, , BELLAMY, KEVIN, D, CEO, 4107284090, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 905611400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1801881271, 2, , <UNAVAIL>, TOTAL HEALTH CARE INC, , , , , , , , , , , , , , , , 1501 DIVISION ST, , BALTIMORE, MD, 212173121, US, 4103838300, 4103833160, 1501 W SARATOGA ST, , BALTIMORE, MD, 212231749, US, 4103838300, 4103833160, 09/13/2005, 02/13/2018, , 04/04/2007, 11/03/2010, , BELLAMY, KEVIN, D, CEO, 4107284090, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 905611400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1770578080, 2, , <UNAVAIL>, SIGNATURE HEALTHCARE INC., , , , , , , SIGNATURE HEALTHCARE, 3, , , , , , , , 10943 MCCORMICK RD, , HUNT VALLEY, MD, 210311401, US, 4107710404, 4107710010, 10943 MCCORMICK RD, , HUNT VALLEY, MD, 210311401, US, 4107710404, 4107710010, 09/13/2005, 06/23/2009, , , , , MAYFIELD, MICHAEL, JOHN, VICE PRESIDENT,  OPERATIONS, 4107710404, 332BX2000X, R1076, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 94996, 01, MD, AMERICAID PROVIDER NUMBER, F6050001, 01, MD, CAREFIRST  FEDERAL PROV #, MH61, 01, MD, CAREFIRST BCBS MD PROV #, 211310, 01, PA, BCBS HIGHMARK PA  PROV #, 80709, 01, MD, NORTHWOOD NPN PROV #, 009440400, 05, MD, , 60412702, 01, MD, CAREFIRST BCBS MD PROV #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1235124579, 2, , <UNAVAIL>, HEBREW HOME OF GREATER WASHTINGTON, , , , , , , , , , , , , , , , 6121 MONTROSE ROAD, , ROCKVILLE, MD, 208524803, US, 3017708366, 3017708512, 6121 MONTROSE ROAD, ATTN. FINANCE AND ACCOUTING DEPARTMENT, ROCKVILLE, MD, 208524803, US, 3017708366, 3018167747, 09/13/2005, 02/29/2016, , , , , LEDERMAN, BRUCE, J., COO, 3017708433, 314000000X, 15-015, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 155557000, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , J.D., , , , , , , , , , , , , , , , 
1689669939, 2, , <UNAVAIL>, COLUMBIA CHEMISTS LLC, , , , , , , FELDMANS MEDICAL CENTER PHARMACY, 3, , , , , , , , 11055 LITTLE PATUXENT PKWY, SUITE L-5, COLUMBIA, MD, 210442896, US, 4109648444, 4107401377, 11055 LITTLE PATUXENT PKWY, SUITE L-5, COLUMBIA, MD, 210442896, US, 4109648444, 4107401377, 09/13/2005, 11/09/2015, , , , , GOLI, VENKATA, , PRESIDENT, 4109648444, 333600000X, P06963, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 419332600, 05, MD, , 2123810, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1912992207, 2, , <UNAVAIL>, MYERS FAMILY DENTISTRY, , , , , , , JAMES R MYERS JR DDS, 4, , , , , , , , 211 WASHINGTON HEIGHTS MED CTR, , WESTMINSTER, MD, 211575632, US, 4108488520, 4108488667, 211 WASHINGTON HEIGHTS MED CTR, , WESTMINSTER, MD, 211575632, US, 4108488520, 4108488667, 09/13/2005, 12/29/2010, , , , , MYERS, JAMES, R, PRESIDENT, 4108488520, 261QD0000X, 5013, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., DDS, , , , , , , , , , , , , , , , 
1992790034, 2, , <UNAVAIL>, SEVERN ANESTHESIA SERVICES, , , , , , , , , , , , , , , , PO BOX 403, , MILLERSVILLE, MD, 211080403, US, 2018042800, , 301 HOSPITAL DR, , GLEN BURNIE, MD, 210615803, US, 4107874000, , 09/14/2005, 07/08/2007, , , , , OSUJI, EMMANUEL, C, PRESIDENT, 4107874000, 207L00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1811982069, 2, , <UNAVAIL>, AMEDISYS MARYLAND LLC, , , , , , , AMEDISYS HOME HEALTH, 3, , , , , , , , 3854 AMERICAN WAY, SUITE A, BATON ROUGE, LA, 708164013, US, 2252922031, 2252959678, 6512 DEER POINTE DRIVE, SUITE B, SALISBURY, MD, 218041669, US, 4105438258, 4107422004, 09/14/2005, 07/22/2016, , , , , KUSSEROW, PAUL, B, PRESIDENT, 2252922031, 251E00000X, HH7111, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 029X, 01, MD, CAREFIRST, 000045714, 05, DE, , 415927600, 05, MD, , 521995163, 01, MD, COVENTRY,  DEL PHY,  MD PHY, NB3, 01, MD, FEDERAL BC, 217111A, 01, MD, HHCA,  INC-EASTERN SHORE, 714900000, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1336134238, 2, , <UNAVAIL>, JOSEPH D. BRANDENBURG CENTER, , , , , , , , , , , , , , , , 10100 COUNTRY CLUB ROAD, , CUMBERLAND, MD, 215011722, US, 3017772264, 3017772399, 10100 COUNTRY CLUB ROAD, , CUMBERLAND, MD, 215011722, US, 3017772264, 3017772399, 09/16/2005, 07/09/2007, , , , , BROWN, CAROLYN, KAY, DIRECTOR, 3017772264, 320600000X, 01-010, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , M.B.A, , , , , , , , , , , , , , , , 
