1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1679540751, 2, , <UNAVAIL>, ASSOCIATED CLINICAL & COUNSELING PSYCHOLOGISTS, , , , , , , , , , , , , , , , 5691 S REDWOOD RD, SUITE 15, TAYLORSVILLE, UT, 841235322, US, 8012814084, 8012814083, 5691 S REDWOOD RD, SUITE 15, TAYLORSVILLE, UT, 841235322, US, 8012814084, 8012814083, 03/07/2006, 07/08/2007, , , , , DODGION, DAVID, ALAN, PRESIDENT, 8012814084, 103TC0700X, 11181, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , PH.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1043289176, 2, , <UNAVAIL>, SOURCE ONE MEDICAL INC, , , , , , , SOURCE ONE MEDICAL INC, 3, , , , , , , , 16 TECHNOLOGY DR, SUITE 165, IRVINE, CA, 926182328, US, 8884479056, 9493876371, 411 IRONWOOD DR, , SALT LAKE CITY, UT, 841152948, US, 8884479056, 9493876371, 03/14/2006, 05/03/2012, , , , , KLINE, DENNIS, , PRESIDENT/CEO, 8884479056, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1528037264, 2, , <UNAVAIL>, INTERMOUNTAIN HOME HEALTH INC, , , , , , , SUMMIT HOME HEALTH, 3, , , , , , , , 5882 S 900 E, SUITE 101, MURRAY, UT, 841211683, US, 8015427150, 8015427154, 5882 S 900 E, SUITE 101, MURRAY, UT, 841211683, US, 8015427150, 8015427154, 03/15/2006, 01/20/2012, , , , , BRITSCH, DAVID, MICHAEL, PRESIDENT, 8015427150, 251E00000X, 2006-HHA-72612, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RN, , , , , , , , , , , , , , , , 
1902875560, 2, , <UNAVAIL>, FAMILY SUPPORT CENTER, , , , , , , , , , , , , , , , 777 W CENTER ST, , MIDVALE, UT, 840477148, US, , , 777 W CENTER ST, , MIDVALE, UT, 840477148, US, 8012556881, , 03/16/2006, 04/20/2008, , , , , PETERS, BONNIE, , EXECUTIVE DIRECTOR, 8012556881, 251V00000X, 11131, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , LCSW, , , , , , , , , , , , , , , , 
1548239940, 2, , <UNAVAIL>, CENTER FOR HUMAN POTENTIAL INC, , , , , , , , , , , , , , , , 525 E 100 S, SUITE 120, SALT LAKE CITY, UT, 841024210, US, 8014832447, 8014868705, 525 E 100 S, SUITE 120, SALT LAKE CITY, UT, 841022070, US, 8014832447, 8014868705, 03/16/2006, 03/11/2015, , , , , MORRISON, ANTHONY, C, CEO/PRESIDENT, 8014832447, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PH.D., , , , , , , , , , , , , , , , 
1134188394, 2, , <UNAVAIL>, L CRAIG LARSEN DPM PC, , , , , , , , , , , , , , , , 5801 FASHION BLVD, # 120, MURRAY, UT, 841076159, US, 8012611391, 8012611394, 5801 FASHION BLVD, # 120, MURRAY, UT, 841076159, US, 8012611391, 8012611394, 03/17/2006, 12/01/2014, , , , , LARSEN, L, CLARK, PRESIDENT, 8012611391, 213E00000X, 101447-0501, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 529501253006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DPM, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1093774218, 2, , <UNAVAIL>, CHRISTUS HEALTH UTAH, , , , , , , CHRISTUS ST JOSEPH VILLA, 3, , , , , , , , 451 BISHOP FEDERAL LN, , SALT LAKE CITY, UT, 841152357, US, 8014877557, 8014871112, 451 BISHOP FEDERAL LN, , SALT LAKE CITY, UT, 841152357, US, 8014877557, 8014871112, 03/17/2006, 04/20/2008, , , , , EWER, GALEN, K, CEO, 8014877557, 314000000X, 2006-NCF-85, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========009, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1417916529, 2, , <UNAVAIL>, CENTER FOR FAMILY PRESERVATION & PROGRESS, , , , , , , , , , , , , , , , 323 EAST 200 SOUTH, , FARMINGTON, UT, 84025, US, 8017558799, , 3600 MARKET ST, SUITE 200, WEST VALLEY, UT, 841193783, US, 8017558799, , 03/20/2006, 07/08/2007, , , , , BIESINGER, JOSH, PAUL, A.A.M.F.T. APPROVED SUPERVISOR, 8017558799, 101YM0800X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , L.M.F.T., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1437118270, 2, , <UNAVAIL>, CORAL DESERT REHABILITATION, , , , , , , , , , , , , , , , 1490 E FOREMASTER DR, BUILDING B, ST GEORGE, UT, 847904488, US, 4356745195, 4357739580, 1490 E FOREMASTER DR, BUILDING B, ST GEORGE, UT, 847904488, US, 4356745195, 4357739580, 03/21/2006, 04/20/2008, , , , , FLYGARE, BRADY, BRUCE, BUSINESS MANAGER, 4356745195, 314000000X, , UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1134188998, 2, , <UNAVAIL>, UTAH PATHOLOGY SERVICE INC, , , , , , , , , , , , , , , , PO BOX 30309, , CHARLESTON, SC, 294170309, US, 8435549300, 8435668780, 8 TH AVENUE & C STREET, , SALT LAKE CITY, UT, 841430001, US, 8014081785, 8014085196, 03/21/2006, 04/20/2008, , , , , CANNON, GEORGE, HALES, PRESIDENT, 8014081785, 207ZB0001X, 186789-1205, UT, N, 207ZC0500X, 181741-1205, UT, N, 207ZD0900X, 364205-1205, UT, N, 207ZH0000X, 327171-1205, UT, N, 207ZP0102X, 164808-1205, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , 
1811956352, 2, , <UNAVAIL>, PEDIATRIC CARE INC, , , , , , , , , , , , , , , , PO BOX 1001, , PROVO, UT, 846031001, US, 8013778000, 8013778001, 1675 N. FREEDOM BLVD., #3, PROVO, UT, 84604, US, 8013778000, 8013778001, 03/22/2006, 11/10/2011, , , , , WOODS, BRET, , ADMINISTRATOR, 8014002050, 208000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1982664199, 2, , <UNAVAIL>, NORTHEASTERN UTAH MEDICAL GROUP, , , , , , , , , , , , , , , , 210 W 300 N 7-3, , ROOSEVELT, UT, 84066, US, 4357223971, 4357226104, 210 W 300 N 7-3, , ROOSEVELT, UT, 84066, US, 4357223971, 4357226104, 03/23/2006, 04/17/2017, , , , , MORRIS, KARLI, , PHYSICIAN CREDENTIALING, 4357257448, 207N00000X, , , N, 207Q00000X, , , Y, 207R00000X, , , N, 207V00000X, , , N, 207W00000X, , , N, 207X00000X, , , N, 207Y00000X, , , N, 207ZP0105X, , , N, 208000000X, , , N, 208100000X, , , N, 208600000X, , , N, , , , , , , , , , , , , , , , , 840276435084, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , 
1235199159, 2, , <UNAVAIL>, LAYTON CITY CORPORATION, , , , , , , LAYTON CITY FIRE DEPT AMBULANCE, 5, , , , , , , , 437 WASATCH DR, , LAYTON, UT, 840413275, US, 8013363940, 8015460901, 530 N 2200 W, , LAYTON, UT, 840417249, US, 8013363940, 8015460901, 03/24/2006, 01/04/2011, , , , , WARD, KEVIN, , FIRE CHIEF, 8013363940, 3416L0300X, 0607L, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========008, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1679533012, 2, , <UNAVAIL>, NEPHROLOGY MEDICAL ASSOCIATES OF GEORGIA LLC, , , , , , , DAVITA NEPHROLOGY PARTNERS, 3, , , , , , , , PO BOX 2355, , TACOMA, WA, 98401, US, 8003104872, 8773284923, 880 E 3900 S, STE B, SALT LAKE CITY, UT, 841072151, US, 8012681296, 8012680340, 03/27/2006, 04/20/2008, , , , , BELL, GARY, WILLIAM, VICE PRESIDENT & CONTROLLER, 8003104872, 207R00000X, , , X, 207RN0300X, , , X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , W0522, 05, UT, , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1801857271, 2, , <UNAVAIL>, ENT PROFESSIONAL ASSOCIATION SERVICES, , , , , , , ENT SPECIALISTS LLC, 3, , , , , , , , 4000 S 700 E, STE 10, SLC, UT, 841072180, US, 8012684141, 8012618609, 4000 S 700 E, STE 10, SLC, UT, 841072180, US, 8012684141, 8012618609, 03/28/2006, 06/29/2010, , , , , SONKENS, JERRY, W, PRESIDENT, 8012684141, 207Y00000X, 5239, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1366403784, 2, , <UNAVAIL>, UNIVERSITY HEALTH CARE, , , , , , , PERINATAL PATIENT EDUCATION, 5, , , , , , , , 50 N MEDICAL DR, ROOM AA 119, SALT LAKE CITY, UT, 841320001, US, 8015812328, 8015853487, 50 N MEDICAL DR, ROOM AA 119, SALT LAKE CITY, UT, 841320001, US, 8015812328, 8015853487, 03/28/2006, 07/08/2007, , , , , SMITH, ELIZABETH, KIRTS, PATIENT CARE COORDINATOR, 8075812896, 251K00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , S9446, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , MPH,  ICCE,  HBCE, , , , , , , , , , , , , , , , 
1194786202, 2, , <UNAVAIL>, VALLEY MEDICAL EQUIPMENT INC, , , , , , , VALLEY HOME MEDICAL, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 538 S COMMERCE ROAD, , OREM, UT, 840585897, US, 8012259979, 8012256221, 03/29/2006, 03/02/2016, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========002, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1689635799, 2, , <UNAVAIL>, DERMATOLOGY CENTER OF SALT LAKE, , , , , , , , , , , , , , , , 7396 UNION PARK AVE, #201, MIDVALE, UT, 840476700, US, 8015671400, 8015671777, 7396 UNION PARK AVE, #201, MIDVALE, UT, 840476700, US, 8015671400, 8015671777, 03/29/2006, 07/31/2009, , , , , JENSEN, JOSEPH, D, MD/OWNER, 8015671400, 174400000X, 266561-1205, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 52898668108001, 01, UT, BLUE SHIELD, 528986681031, 05, UT, , QM0000046926, 01, UT, ALTIUS, 107007222102, 01, , IHC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1962463950, 2, , <UNAVAIL>, CENTRAL UTAH SURGICAL CENTER L.L.C., , , , , , , , , , , , , , , , PO BOX 271472, , SALT LAKE CITY, UT, 841271472, US, 8013740354, 8013448929, 1067 N 500 W, , PROVO, UT, 846043305, US, 8013740354, 8013448929, 03/29/2006, 04/20/2008, , , , , ANDREWS, JILL, , ADMINISTRATOR, 8013740354, 261QA1903X, 2004-ASF-725, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 87028102805001, 01, UT, BCBS, =========003, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1174584031, 2, , <UNAVAIL>, ENGLAND COUNSELING SERVICES LLC, , , , , , , , , , , , , , , , 3564 S 7200 W, , MAGNA, UT, 840443507, US, 8012502909, 8012520444, 3564 S 7200 W, , MAGNA, UT, 840443507, US, 8012502909, 8012520444, 03/30/2006, 11/08/2013, , , , , ENGLAND, CRAIG, , PRESIDENT, 8012502909, 1041C0700X, 40640, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , LCSW, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1275594020, 2, , <UNAVAIL>, VALLEY MEDICAL EQUIPMENT INC, , , , , , , VALLEY HOME MEDICAL, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 6973 S 300 W, , MIDVALE, UT, 840471050, US, 8015630202, 8015635188, 03/31/2006, 04/19/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========004, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1760443204, 2, , <UNAVAIL>, VALLEY MEDICAL EQUIPMENT INC, , , , , , , VALLEY HOME MEDICAL, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 731 N. MCCORMICK WAY, #1, LAYTON, UT, 840417253, US, 8015448866, 8015448859, 03/31/2006, 03/02/2016, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========021, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1588625024, 2, , <UNAVAIL>, VALLEY MEDICAL EQUIPMENT INC, , , , , , , VALLEY HOME MEDICAL, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 395 S VERNAL AVE, , VERNAL, UT, 840783200, US, 4357813011, 4357811981, 03/31/2006, 03/02/2016, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1770545188, 2, , <UNAVAIL>, CORNERSTONE COUNSELING CENTER, , , , , , , , , , , , , , , , 660 S 200 E, SUITE 308, SALT LAKE CITY, UT, 841113835, US, 8013552846, 8013593244, 660 S 200 E, SUITE 308, SALT LAKE CITY, UT, 841113835, US, 8013552846, 8013593244, 04/03/2006, 07/08/2007, , , , , BACHMAN, RANDALL, W, EXECUTIVE DIRECTOR, 8013552846, 101Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
