1699778829, 2, , <UNAVAIL>, CHIPPEWA VALLEY ORTHOPEDICS AND SPORTS MEDICINE CLINIC SC, , , , , , , , , , , , , , , , 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 1200 OAKLEAF WAY, SUITE A, ALTOONA, WI, 547202245, US, 7158321400, 7158324187, 05/23/2005, 10/27/2014, , , , , DRAWBERT, JOHN, PAUL, PRESIDENT, 7158321400, 207T00000X, , , N, 207X00000X, , , Y, 208VP0014X, 54216, WI, N, 213ES0103X, , , N, 261QM1200X, , , N, 332B00000X, , WI, N, 363A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2416091, 01, WI, UNITED HEALTHCARE, =========015, 01, WI, BLUE CROSS BLUE SHIELD, 41741700, 05, WI, , 542R9CH, 01, WI, BCBS OF MN, 220399400, 01, WI, OWCP, 21278700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , 
1841293768, 2, , <UNAVAIL>, COUNTY OF LINCOLN, , , , , , , LINCOLN COUNTY EMS, 3, , , , , , , , 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155361019, 7155398054, 801 N SALES ST, SUITE 201, MERRILL, WI, 544521633, US, 7155391019, 7155398054, 05/24/2005, 11/11/2008, , , , , RAUCHLE, DEBORAH, A, ADMINISTRATIVE SECRETARY, 7155391019, 3416L0300X, 6020121, WI, N, 3416L0300X, 6000121, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41329500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1588667406, 2, , <UNAVAIL>, COUNTY OF DUNN, , , , , , , DUNN COUNTY DEPARTMENT OF HUMAN SERVICES & ADRC, 3, , , , , , , , 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 3001 US HIGHWAY 12 EAST, SUITE 160, MENOMONIE, WI, 547513045, US, 7152321116, 7152325987, 05/24/2005, 07/17/2015, , , , , KORPELA, KRISTIN, M, DIRECTOR, 7152312750, 101YM0800X, 1287, WI, N, 101YP2500X, 1287, WI, N, 103TB0200X, 1287, WI, N, 106H00000X, 1287, WI, N, 163WP0808X, 1287, WI, N, 2084P0800X, 1287, WI, N, 261QM0801X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 67551DU, 01, WI, COMPREHENSIVE CARE SERV, 42141400, 05, WI, , 60011400, 05, WI, , =========013, 01, WI, BC & BS OF WI PROVIDER ID, 260050222, 01, WI, RAILROAD MEDICARE, 9009DU, 01, MN, BC & BS OF MN PROVIDER ID, 94112, 01, WI, PREFERREDONE FACILITY ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF DUNN, <UNAVAIL>, MS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1902809494, 2, , <UNAVAIL>, MEDICAL EQUIPMENT SPECIALISTS LLC, , , , , , , , , , , , , , , , 3838 S 35TH ST, , MILWAUKEE, WI, 532211067, US, 4142825451, 4142825467, 3838 S 35TH ST, , MILWAUKEE, WI, 532211067, US, 4142825451, 4142825467, 05/27/2005, 05/08/2015, , , , , SISSON, CHARLES, M, PRESIDENT, 4142825451, 332BX2000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 416771000, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RRT, , , , , , , , , , , , , , , , 
1740283225, 2, , <UNAVAIL>, ELMWOOD NURSING HOME INC, , , , , , , HERITAGE OF ELMWOOD NURSING HOME, 3, , , , , , , , 232 SPRINGER AVE, , ELMWOOD, WI, 547408806, US, 7156392911, 7156393305, 232 SPRINGER AVE, , ELMWOOD, WI, 547408806, US, 7156392911, 7156393305, 05/27/2005, 02/17/2009, , , , , GILLES, RODNEY, J, ADMINISTRATOR, 7156392911, 314000000X, 2352, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20159400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , NHA, , , , , , , , , , , , , , , , 
1558364034, 2, , <UNAVAIL>, COUNTY OF MONROE, , , , , , , HEALTH DEPARTMENT, 5, , , , , , , , 315 W OAK ST STE B, , SPARTA, WI, 546562150, US, 6082698666, 6082698872, 315 W OAK ST STE B, , SPARTA, WI, 546562150, US, 6082698666, 6082698872, 05/27/2005, 12/04/2017, , , , , BLOOM, LOIS, ANN, MEDICAL TRANSCRIPTIONIST, 6082698666, 251E00000X, 83, WI, N, 261QP2300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41861000, 05, WI, , 44008300, 05, WI, , 41522800, 05, WI, , 43086500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., II, , , , , , , , , , , , , , , , , 
1740283308, 2, , <UNAVAIL>, OAK PARK NURSING AND REHAB CENTER LLC, , , , , , , , , , , , , , , , 718 JUPITER DRIVE, , MADISON, WI, 537182950, US, 6086638600, 6082512868, 718 JUPITER DRIVE, , MADISON, WI, 537182950, US, 6086638600, 6082512868, 05/27/2005, 03/05/2015, , , , , FRANK, SCOTT, , CEO, 6086638600, 314000000X, 2858, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20189700, 05, WI, , 1040542, 01, WI, PHYSICIANS PLUS INS. CORP, 573392, 01, WI, DEAN HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1659374213, 2, , <UNAVAIL>, WALKABOUT ORTHOTICS & PROSTHETICS, , , , , , , , , , , , , , , , 402 N 28TH AVE, , WAUSAU, WI, 544014107, US, 7158498703, 7158499353, 402 N 28TH AVE, , WAUSAU, WI, 544014107, US, 7158498703, 7158499353, 05/27/2005, 07/09/2007, , , , , KARA, BILL, C, PRESIDENT, 7158498703, 332BC3200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41786800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , CPO, , , , , , , , , , , , , , , , 
1366445793, 2, , <UNAVAIL>, COUNTY OF LA CROSSE, , , , , , , HILLVIEW HEALTH CARE CENTER, 5, , , , , , , , 3501 PARK LANE DR, , LA CROSSE, WI, 546017747, US, 6087894800, 6087894860, 3501 PARK LANE DR, , LA CROSSE, WI, 546017747, US, 6087894800, 6087894860, 05/31/2005, 06/17/2008, , , , , EIDE, PETER, , ADMINISTRATOR, 6087894800, 314000000X, 2657, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20128700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , NHA, , , , , , , , , , , , , , , , 
1689677999, 2, , <UNAVAIL>, PARK PHARMACY INC, , , , , , , , , , , , , , , , 138 2ND AVE N, , PARK FALLS, WI, 545521214, US, 7157623248, 7157622980, 138 2ND AVE N, , PARK FALLS, WI, 545521214, US, 7157623248, 7157622980, 05/31/2005, 09/12/2017, , , , , PECHACEK, MARK, , OWNER, 7157623248, 333600000X, 7644-042, WI, Y, 3336L0003X, 7643-042, WI, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33219200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1003819491, 2, , <UNAVAIL>, COUNTY OF PORTAGE, , , , , , , PORTAGE COUNTY HEALTH CARE CENTER, 3, , , , , , , , 825 WHITING AVE, , STEVENS POINT, WI, 544815246, US, 7153461375, 7153461628, 825 WHITING AVE, , STEVENS POINT, WI, 544815246, US, 7153461375, 7153461628, 05/31/2005, 02/13/2017, , , , , MCDONALD, MARCIA, , ADMINISTRATOR, 7153461497, 314000000X, 2394, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20134800, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1790788099, 2, , <UNAVAIL>, DOVE INC, , , , , , , THE DOVE INC, 5, , , , , , , , 1416 CUMMING AVE, STE 2B, SUPERIOR, WI, 548803757, US, 7153923133, 7153923190, 1416 CUMMING AVE, STE 2B, SUPERIOR, WI, 548803757, US, 7153923133, 7153923190, 05/31/2005, 04/23/2010, , , , , LEIVISKA, GREG, ANSELM, ADMINISTRATOR, 7153923133, 251E00000X, 172, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41531900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1316940679, 2, , <UNAVAIL>, PARK PHARMACY INC, , , , , , , NORTH CENTRAL IV, 3, , , , , , , , 138 1/2 2ND AVE N, , PARK FALLS, WI, 545521214, US, 7157623248, 7157622980, 138 1/2 2ND AVE N, , PARK FALLS, WI, 545521214, US, 7157623248, 7157622980, 05/31/2005, 05/19/2011, , , , , PECHACEK, MARK, , OWNER, 7157623248, 332BP3500X, 7643-042, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33220500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, PARK PHARMACY INC, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1487657789, 2, , <UNAVAIL>, ORANGE CROSS AMBULANCE INC, , , , , , , , , , , , , , , , 1919 ASHLAND AVENUE, , SHEBOYGAN, WI, 530816127, US, 9206940347, 9206940350, 1919 ASHLAND AVENUE, , SHEBOYGAN, WI, 530816127, US, 9206940347, 9206940350, 05/31/2005, 06/13/2012, , , , , ISBELL, GERALD, W., EXECUTIVE DIRECTOR, 9206940344, 341600000X, 6001223, WI, Y, 3416L0300X, 6001223, WI, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 41313700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1801898127, 2, , <UNAVAIL>, PROMINENT HEALTH CARE INC, , , , , , , SEVEN OAKS, 5, , , , , , , , 6263 N GREEN BAY AVE, , GLENDALE, WI, 532093823, US, 4143510543, 4143517977, 6263 N GREEN BAY AVE, , GLENDALE, WI, 532093823, US, 4143510543, 4143517977, 06/01/2005, 07/09/2007, , , , , NAVIN, SUZANNE, , ADMINSTRATOR, 4143510543, 314000000X, 3218, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20190700, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1588666853, 2, , <UNAVAIL>, APPLETON EMERGENCY SERVICES S C, , , , , , , , , , , , , , , , PO BOX 12249, , DAYTONA BEACH, FL, 321202249, US, 3862747800, 3862747801, 1818 N MEADE ST, , APPLETON, WI, 549113454, US, 8009686866, 6165327230, 06/01/2005, 03/01/2016, , , , , MCINTYRE, STEVEN, , BUSINESS MANAGER, 9207314101, 207P00000X, 36870, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========033, 01, WI, BCBS, CK2123, 01, WI, RAILROAD MEDICARE, 21314300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1487656765, 2, , <UNAVAIL>, PRAIRIE NURSING FACILITY LLC, , , , , , , PRAIRIE MAISON, 3, , , , , , , , 700 S. FREMONT STREET, , PRAIRIE DU CHIEN, WI, 53821, US, 6083268471, 6083263205, 700 S. FREMONT STREET, , PRAIRIE DU CHIEN, WI, 53821, US, 6083268471, 6083263205, 06/01/2005, 07/22/2009, , , , , WOLCOTT, MARY, JO, ADMINISTRATOR, 6083268471, 314000000X, 3170, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20194200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1932101136, 2, , <UNAVAIL>, VILLA MARIA HEALTH AND REHAB CENTER LLC, , , , , , , VILLA MARIA HEALTH CENTER, 3, , , , , , , , 300 VILLA DR, , HURLEY, WI, 545341523, US, 7155613200, 7155615556, 300 VILLA DR, , HURLEY, WI, 545341523, US, 7155613200, 7155615556, 06/01/2005, 07/09/2007, , , , , KUTZ, LAWRENCE, J, ADMINISTRATOR OWNER, 7155613200, 314000000X, 2660, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4528310, 05, MI, , 20190900, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1588666747, 2, , <UNAVAIL>, COMMUNITY DENTAL, , , , , , , , , , , , , , , , 716 W ADAMS ST, , BLACK RIVER FALLS, WI, 546159108, US, 7152849409, 7152849167, 716 W ADAMS ST, , BLACK RIVER FALLS, WI, 546159108, US, 7152849409, 7152849167, 06/01/2005, 04/20/2008, , , , , BURLINGAME, MARIA, E, OFFICE, 7152849409, 1223G0001X, =========, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1467454678, 2, , <UNAVAIL>, BENZER WI 2LLC, , , , , , , BENZER PHARMACY, 3, , , , , , , , 220 FRENCH ST, , PESHTIGO, WI, 541571218, US, 7155824237, 7155820213, 220 FRENCH ST, , PESHTIGO, WI, 541571218, US, 7155824237, 7155820213, 06/01/2005, 01/17/2018, , , , , PATEL, HARDIKKUMAR, , PHARMACY OWNER, 8133042221, 333600000X, , , N, 3336C0003X, 9304-42, WI, N, 3336C0003X, 9491-42, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33094900, 05, WI, , 2151000, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336143395, 2, , <UNAVAIL>, INDEPENDENCEFIRST, , , , , , , , , , , , , , , , 600 W. VIRGINIA ST., SUITE 400, MILWAUKEE, WI, 532040000, US, 4142917520, 4142917533, 600 W. VIRGINIA ST., SUITE 400, MILWAUKEE, WI, 532041516, US, 4142917520, 4142917533, 06/08/2005, 07/09/2007, , , , , BALINT, ANDY, , CEO, 4142268321, 251E00000X, 43104200, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 43104200, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1063416097, 2, , <UNAVAIL>, LAKEVIEW PHARMACY OF RACINE INC, , , , , , , LAKEVIEW LTC PHARMACY, 3, , , , , , , , 517 WISCONSIN AVE, , RACINE, WI, 534031050, US, 2626328215, 2626326777, 517 WISCONSIN AVE, , RACINE, WI, 534031050, US, 2626328215, 2626326777, 06/08/2005, 08/17/2016, , , , , CIARAMITA, PETE, , OWNER, 2626328215, 333600000X, , , N, 3336L0003X, 7186-42, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 100032237, 05, WI, , 2115320, 01, , PK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1154325199, 2, , <UNAVAIL>, LAKEVIEW PHARMACY OF RACINE INC, , , , , , , LAKEVIEW PHARMACY OF RACINE INC, 3, , , , , , , , 516 MONUMENT SQ, , RACINE, WI, 534031033, US, 2626320520, 2626326777, 516 MONUMENT SQ, , RACINE, WI, 534031033, US, 2626320520, 2626326777, 06/08/2005, 03/10/2017, , , , , CIARAMITA, PETE, , OWNER, 2626320520, 333600000X, , , N, 3336C0003X, 7185-42, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2114710, 01, , PK, 33069400, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH, , , , , , , , , , , , , , , , 
1306840350, 2, , <UNAVAIL>, VB ANESTHESIA, , , , , , , , , , , , , , , , 259 N. PARK AVE., , FOND DU LAC, WI, 549353540, US, 9209212379, 9209212379, 620 W BROWN ST, , WAUPUN, WI, 539631702, US, 9203245581, 9203240291, 06/08/2005, 07/31/2008, , , , , VANBOMMEL, JAMES, G, ANESTHESIA PROVIDER/ OWNER VB ANEST, 9209212379, 163W00000X, 74714030, WI, Y, 363L00000X, 126, WI, N, 367500000X, 34013, WI, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 43418500, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , CRNA APNO, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1750385597, 2, , <UNAVAIL>, ANESTHESIA SERVICES OF THE FOX VALLEY SC, , , , , , , , , , , , , , , , 3420 JACKSON ST, STE E, OSHKOSH, WI, 549018145, US, 9204262211, 9204262231, 500 S OAKWOOD RD, , OSHKOSH, WI, 549047944, US, 9202362000, , 06/09/2005, 07/09/2010, , , , , LESCHKE, JOHN, M, PRESIDENT, 9204262211, 207L00000X, 27019, WI, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 32892300, 05, WI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
