1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1154320497, 2, , <UNAVAIL>, CITY OF TAYLOR MILL, , , , , , , CITY OF TAYLOR MILL FIRE/EMS, 3, , , , , , , , 5231 TAYLOR MILL RD, , TAYLOR MILL, KY, 410152127, US, 8884690734, 6149871989, 5231 TAYLOR MILL RD, , TAYLOR MILL, KY, 410152127, US, 8884690734, 6149871989, 07/19/2005, 03/23/2017, , , , , STAGER, JOHN, , CHIEF, 8595816565, 3416L0300X, 1446, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, TRICARE, 590011849, 01, KY, RAILROAD MEDICARE, 56007214, 05, KY, , =========, 01, KY, UMWA, =========00, 01, OH, OH WORKERS COMP, 000000032353, 01, KY, ANTHEM, 55059158, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1083613418, 2, , <UNAVAIL>, SOUTHGATE VOLUNTEER FIRE DEPARTMENT INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 122 ELECTRIC AVE, , SOUTHGATE, KY, 410713166, US, 8594411422, 8597815598, 07/19/2005, 09/09/2011, , , , , KRAMER, ANTHONY, , ADMINISTRATOR, 8594411422, 3416L0300X, 1539, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590009391, 01, KY, RAILROAD MEDICARE, 000000340543, 01, KY, ANTHEM, =========, 01, KY, UMWA, 61607801500, 01, WV, WV WORKERS COMP, =========, 01, KY, TRICARE, 55001093, 05, KY, , =========00, 01, OH, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1376542415, 2, , <UNAVAIL>, AMBULANCE SERVICE CORPORATION INC, , , , , , , , , , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 703 E MAIN ST, , GLASGOW, KY, 421412744, US, 2706516903, 2706510331, 07/20/2005, 02/02/2018, , , , , O'NEAL, CHARLES, , DIRECTOR, 2706516903, 341600000X, , , Y, 343900000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55005029, 05, KY, , 56003403, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1316946429, 2, , <UNAVAIL>, BLUEGRASS MEDICAL ASSOCIATES PSC, , , , , , , , , , , , , , , , 2301 RIVER RD, SUITE 300, LOUISVILLE, KY, 402061010, US, 5028143175, 5024265493, 210 MALABU DR, SUITE 212, LEXINGTON, KY, 405023252, US, 8592232425, 8592248579, 07/20/2005, 11/05/2009, , , , , GEORGE, JAMES, , PARTNER, 8592232425, 207Q00000X, , KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65933087, 05, KY, , CI922, 01, KY, RAILROAD MEDICARE KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1215936240, 2, , <UNAVAIL>, NEUROSCIENCE ASSOCIATES OF NORTHERN KENTUCKY PSC, , , , , , , , , , , , , , , , 2845 CHANCELLOR DR, , CRESTVIEW HILLS, KY, 410173418, US, 8593413412, 8593413171, 2845 CHANCELLOR DR, , CRESTVIEW HILLS, KY, 410173452, US, 8593413412, 8593413171, 07/20/2005, 01/06/2011, , , , , KELLY, JOHN, B, PRESIDENT, 8593413412, 363LP2300X, 1096049, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6081204000, 01, KY, DOL, 65933947, 05, KY, , DF1983, 01, KY, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1265431175, 2, , <UNAVAIL>, KNOX COUNTY AMBULANCE SERVICE, , , , , , , , , , , , , , , , PO BOX 1539, , BARBOURVILLE, KY, 409065539, US, 6065469722, 6065462106, 1701 CUMBERLAND GAP PARKWAY, , BARBOURVILLE, KY, 40906, US, 6065469722, 6065462106, 07/21/2005, 12/26/2007, , , , , BRADSHAW, ROBYN, , BILLING MANAGER, 6065469722, 3416L0300X, 1285, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55061030, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1265432181, 2, , <UNAVAIL>, ROBERT YOWLER, , , , , , , MORGAN DRUG STORE, 3, , , , , , , , PO BOX 243, , BEDFORD, KY, 400060243, US, 5022553540, 5022553615, 325 HIGHWAY 42 E, , BEDFORD, KY, 400067624, US, 5022553540, 5022553615, 07/21/2005, 07/24/2008, , , , , YOWLER, ROBERT, PARKER, REGISTERED PHARMACIST OWNER OF MORG, 5022553540, 332B00000X, PO1566, KY, Y, 3336C0003X, PO1566, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PO1566, 01, KY, PHARMACY, FLU 0266, 01, KY, FLU, 54019153, 05, KY, , 1816048, 01, KY, NABP, 9001112300, 01, KY, MEDICAID DME SUPPLIER NO., AM2059980, 01, KY, DEA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
1063412997, 2, , <UNAVAIL>, INDEPENDENCE FIRE DISTRICT, , , , , , , , , , , , , , , , 1105 SCHROCK RD, SUITE 610, COLUMBUS, OH, 43229, US, 8884690734, 6149872075, 1980 DELAWARE CROSSING, , INDEPENDENCE, KY, 41051, US, 8593562011, 8593563624, 07/21/2005, 09/24/2012, , , , , MESSINGSCHEGLER, RICHARD, A, CHIEF, 8593562011, 341600000X, 1475, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 200379370A, 05, IN, , 55059075, 05, KY, , 590009462, 01, KY, RAILROAD MEDICARE, =========00, 01, OH, OH WORKERS COMP, 50013468, 01, KY, PASSPORT, 0160007, 05, OH, , 000000032125, 01, KY, ANTHEM, 081143700, 01, KY, BLACK LUNG, =========, 01, KY, UMWA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1700886637, 2, , <UNAVAIL>, EDWARD C ADLER AND ASSOCIATES, , , , , , , GASTROENTEROLOGY CONSULTANTS OF LOUISVILLE, 3, , , , , , , , 4001 DUTCHMANS LN, SUITE 7B, LOUISVILLE, KY, 402074714, US, 5028964711, 5028964791, 4001 DUTCHMANS LN, SUITE 7B, LOUISVILLE, KY, 402074714, US, 5028964711, 5028964791, 07/21/2005, 09/16/2010, , , , , ADLER, EDWARD, , PHYSICAIN, 5028964711, 174400000X, , , Y, 363L00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000049918, 01, KY, ANTHEM PIN #, 000000355586, 01, KY, ANTHEM PIN #, 64216492, 05, KY, , 64291388, 05, KY, , 000000049919, 01, KY, ANTHEM PIN #, 000000049917, 01, KY, ANTHEM PIN #, 64095938, 05, KY, , 7100085090, 05, KY, , 00000023668, 01, KY, ANTHEM PIN #, 64049711, 05, KY, , 64321516, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1912907858, 2, , <UNAVAIL>, UNION EMERGENCY SERVICES ALLIANCE, , , , , , , , , , , , , , , , PO BOX 1477, , FLORENCE, KY, 410221477, US, 8009621484, 5137724464, 9611 US HIGHWAY 42, , UNION, KY, 410918810, US, 8593843342, 8593845261, 07/21/2005, 01/26/2009, , , , , MORGAN, MICHAEL, , CHIEF, 8593843342, 341600000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070280, 01, KY, ANTHEM, 55008031, 05, KY, , 61121409700, 01, OH, OH WORKERS COMP, 590007940, 01, KY, RR MEDICARE, 611214097, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1619977550, 2, , <UNAVAIL>, VERONA FIRE PROTECTION DISTRICT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 14924 WALTON VERONA RD, , VERONA, KY, 410929314, US, 8594930000, 8594930864, 07/21/2005, 09/30/2008, , , , , JONES, DAVID, , CHIEF, 8594930000, 3416L0300X, 1442, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55041032, 05, KY, , 00000032368, 01, KY, ANTHEM, 50005593, 01, KY, PASSPORT, =========, 01, KY, UMWA, 590011425, 01, KY, RAILROAD MEDICARE, =========00, 01, OH, OH WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1295735033, 2, , <UNAVAIL>, WEST LINCOLN COUNTY EMERGENCY MEDICAL SERVICES INC., , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 4520 DANVILLE PIKE, , HUSTONVILLE, KY, 40437, US, 6063464519, 6063460831, 07/22/2005, 02/06/2013, , , , , LUSTER, RON, , CHIEF, 6063464519, 3416L0300X, 1595, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55069058, 05, KY, , =========, 01, KY, UMWA, 000000069754, 01, KY, ANTHEM, 1166535, 01, KY, PASSPORT, 2440045000, 01, KY, PASSPORT ADVANTAGE, 590004755, 01, KY, RAILROAD MEDICARE, 56004914, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811997653, 2, , <UNAVAIL>, WASHINGTON COUNTY TREASURER, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 126 ARMORY HILL, , SPRINGFIELD, KY, 400691204, US, 8593365435, 8593365407, 07/22/2005, 04/20/2008, , , , , HALE, MARK, , CHIEF, 8593365435, 3416L0300X, 1365, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070459, 01, KY, ANTHEM, 56004898, 05, KY, , 1065143, 01, KY, PASSPORT, =========, 01, KY, UMWA, 55115018, 05, KY, , =========, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1164422978, 2, , <UNAVAIL>, WAYNESBURG AREA RESCUE SQUAD, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 16030 KY HIGHWAY 1247, , WAYNESBURG, KY, 404899704, US, 6063056339, 6063795497, 07/22/2005, 04/20/2008, , , , , ROSE, DENVER, , CHIEF, 6063056339, 3416L0300X, 1351, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55069017, 05, KY, , 000000070055, 01, KY, ANTHEM, =========, 01, KY, TRICARE, 1188747, 01, KY, UMWA, 50007834, 01, KY, PASSPORT, 56005713, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336149178, 2, , <UNAVAIL>, WOODLAWN FIRE DEPARTMENT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 1110 WATERWORKS RD, , WOODLAWN, KY, 410712522, US, 8594416661, , 07/22/2005, 07/08/2007, , , , , ZILLIOX, JUDE, , CHIEF, 8594416661, 3416L0300X, 1533, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55019095, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1265432058, 2, , <UNAVAIL>, WOLFE COUNTY VOLUNTEER FIRE, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 589 MAIN ST, , CAMPTON, KY, 413019755, US, 6066687030, 6066686825, 07/22/2005, 04/20/2008, , , , , CALDWELL, CHARLES, , CHIEF, 6066687030, 3416L0300X, 1621, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, KY, UMWA, =========, 01, KY, TRICARE, 55119044, 05, KY, , 000000070334, 01, KY, ANTHEM, 50009417, 01, KY, PASSPORT, 56006141, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1962402719, 2, , <UNAVAIL>, SELECT SPECIALTY HOSPITAL - LEXINGTON INC, , , , , , , , , , , , , , , , 4714 GETTYSBURG RD, LEGAL DEPT., MECHANICSBURG, PA, 170554325, US, 7179721100, 7179759981, 310 S LIMESTONE, 3RD FLOOR, LEXINGTON, KY, 405083008, US, 8592267096, 8592267455, 07/22/2005, 09/02/2010, , , , , TARVIN, MICHAEL, E., VICE PRESIDENT, 7179721100, 282E00000X, HOST'S 0010, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000302677, 01, KY, BCBS KY, 01000322, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750381539, 2, , <UNAVAIL>, CITY OF WINCHESTER OFFICE OF TREASURER, , , , , , , , , , , , , , , , PO BOX 40, , WINCHESTER, KY, 403920040, US, 8597441598, 8597379085, 44 N MAPLE ST, , WINCHESTER, KY, 403911955, US, 8597441587, 8597379085, 07/22/2005, 11/10/2015, , , , , BELCHER, JOHN, MATTHEW, CITY MANAGER, 8597441598, 3416L0300X, 1297, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2442741000, 01, KY, PASSPORT ADVANTAGE, 5000111, 01, KY, PASSPORT, P00022806, 01, KY, RAILROAD MEDICARE, 080036900, 01, KY, BLACK LUNG, 1071577, 01, WV, WV WORKERS COMP, =========, 01, KY, UMWA, 611765400, 01, KY, FEDERAL LABOR, 200824250A, 05, IN, , 55001069, 05, KY, , 000000075031, 01, KY, ANTHEM, =========, 01, KY, TRICARE, 2551859, 05, OH, , 56004930, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1710987508, 2, , <UNAVAIL>, ST CLAIRE REGIONAL RADIOLOGY PHYSICIANS SERVICES, , , , , , , , , , , , , , , , PO BOX 766, , MOREHEAD, KY, 403510766, US, 8668717657, , 222 MEDICAL CIR, , MOREHEAD, KY, 403511179, US, 6067836500, , 07/22/2005, 07/18/2007, , , , , NEFF, MARK, , CEO, 6067836500, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 65941833, 05, KY, , 000000341147, 01, OH, BC/BS GROUP PIN NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1346240165, 2, , <UNAVAIL>, WALTON FIRE PROTECTION DISTRICT, , , , , , , , , , , , , , , , 1105 SCHROCK ROAD, SUITE 610, COLUMBUS, OH, 43229, US, 8883173736, 6149872075, 12600 TOWN CENTER DR, , WALTON, KY, 41094, US, 8594857439, 8594854161, 07/22/2005, 10/24/2012, , , , , VEST, JOEY, , ASST. CHIEF, 8594857439, 3416L0300X, 1123, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2447868000, 01, KY, PASSPORT ADVANTAGE, 0125260, 05, OH, , 55008049, 05, KY, , 50006641, 01, KY, PASSPORT, 080014800, 01, KY, BLACK LUNG, 000000032376, 01, KY, ANTHEM, 000001162603, 01, KY, CHA, 590009115, 01, KY, RAILROAD MEDICARE, 56004880, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1871593608, 2, , <UNAVAIL>, WAYNE COUNTY FISCAL COURT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 111 JIM HILL SERVICE RD, , MONTICELLO, KY, 426337901, US, 6063483301, 6063483304, 07/22/2005, 04/28/2009, , , , , CORDER, SHERWIN, , CHIEF, 6063483301, 3416L0300X, 1648, LA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2626308000, 01, KY, PASSPORT ADVANTAGE, =========, 01, KY, UMWA, 56026529, 05, KY, , 000000328512, 01, KY, ANTHEM, P00300479, 01, KY, RAILROAD MEDICARE, 55000970, 05, KY, , 50008672, 01, KY, PASSPORT, 2502518, 05, OH, , 4287026, 05, TN, , 610617500, 01, KY, BLACK LUNG, =========, 01, KY, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811997661, 2, , <UNAVAIL>, BULLITT COUNTY HEALTH DEPARTMENT, , , , , , , , , , , , , , , , 181 LEES VALLEY RD, , SHEPHERDSVILLE, KY, 401656143, US, 5029557837, 5025432998, 181 LEES VALLEY RD, , SHEPHERDSVILLE, KY, 401656143, US, 5029557837, 5025432998, 07/22/2005, 08/19/2014, , , , , RENFROW, ANDREA, D, PUBLIC HEALTH DIRECTOR, 5029556680, 251K00000X, =========, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1051411, 01, , PASSPORT HEALTH PLAN, 87212, 01, KY, COVENTRY CARES OF KY, 645482, 01, KY, WELLCARE, 20015012, 05, KY, , =========050, 01, KY, HUMANA CARESOURCE, 15000037, 01, KY, HANDS MEDICAID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MSN,  RN, , , , , , , , , , , , , , , , 
